"location","Month","Tmax","Tmin","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
"MS",12,2.31597586206897,2.75753804226919,"ssp126",2070,2100,2085,2005,"relative","ACCESS-CM2"
"MS",1,2.38054160177976,2.5534106785317,"ssp245",2035,2065,2050,2005,"relative","ACCESS-CM2"
"MS",2,3.29448309232481,3.48959977753059,"ssp245",2035,2065,2050,2005,"relative","ACCESS-CM2"
"MS",3,3.92263882091213,3.37231045606229,"ssp245",2035,2065,2050,2005,"relative","ACCESS-CM2"
"MS",4,2.32658498331479,2.49392747497219,"ssp245",2035,2065,2050,2005,"relative","ACCESS-CM2"
"MS",5,2.90254949944383,2.43372224694105,"ssp245",2035,2065,2050,2005,"relative","ACCESS-CM2"
"MS",6,2.43663971078977,2.11610511679644,"ssp245",2035,2065,2050,2005,"relative","ACCESS-CM2"
"MS",7,2.91376818687431,2.24380667408231,"ssp245",2035,2065,2050,2005,"relative","ACCESS-CM2"
"MS",8,2.81484527252503,2.09516140155729,"ssp245",2035,2065,2050,2005,"relative","ACCESS-CM2"
"MS",9,3.25566129032258,2.65556707452725,"ssp245",2035,2065,2050,2005,"relative","ACCESS-CM2"
"MS",10,2.77751134593993,2.50288186874305,"ssp245",2035,2065,2050,2005,"relative","ACCESS-CM2"
"MS",11,3.29764482758621,3.03114082313682,"ssp245",2035,2065,2050,2005,"relative","ACCESS-CM2"
"MS",12,2.6291468298109,3.08102836484983,"ssp245",2035,2065,2050,2005,"relative","ACCESS-CM2"
"MS",1,2.78751579532814,3.17097842046719,"ssp245",2070,2100,2085,2005,"relative","ACCESS-CM2"
"MS",2,3.488670189099,3.86188042269188,"ssp245",2070,2100,2085,2005,"relative","ACCESS-CM2"
"MS",3,3.91818398220245,3.52055561735261,"ssp245",2070,2100,2085,2005,"relative","ACCESS-CM2"
"MS",4,3.58848175750834,3.46437263626251,"ssp245",2070,2100,2085,2005,"relative","ACCESS-CM2"
"MS",5,2.82383337041157,2.67780289210234,"ssp245",2070,2100,2085,2005,"relative","ACCESS-CM2"
"MS",6,3.45591390433815,2.7071212458287,"ssp245",2070,2100,2085,2005,"relative","ACCESS-CM2"
"MS",7,4.77918754171302,3.65320667408231,"ssp245",2070,2100,2085,2005,"relative","ACCESS-CM2"
"MS",8,4.61140978865406,3.45232591768632,"ssp245",2070,2100,2085,2005,"relative","ACCESS-CM2"
"MS",9,4.75517096774194,3.61953159065628,"ssp245",2070,2100,2085,2005,"relative","ACCESS-CM2"
"MS",10,3.77070166852058,3.20222057842047,"ssp245",2070,2100,2085,2005,"relative","ACCESS-CM2"
"MS",11,4.0208254727475,3.55649888765295,"ssp245",2070,2100,2085,2005,"relative","ACCESS-CM2"
"MS",12,3.11690489432703,3.81613159065628,"ssp245",2070,2100,2085,2005,"relative","ACCESS-CM2"
"MS",1,1.65050611790879,1.71183971078977,"ssp370",2035,2065,2050,2005,"relative","ACCESS-CM2"
"MS",2,3.10534115684093,3.32299332591769,"ssp370",2035,2065,2050,2005,"relative","ACCESS-CM2"
"MS",3,2.57633882091212,2.83650723025584,"ssp370",2035,2065,2050,2005,"relative","ACCESS-CM2"
"MS",4,2.25061724137931,2.43291779755284,"ssp370",2035,2065,2050,2005,"relative","ACCESS-CM2"
"MS",5,3.05614949944383,2.4490383759733,"ssp370",2035,2065,2050,2005,"relative","ACCESS-CM2"
"MS",6,2.04574293659622,1.49149543937708,"ssp370",2035,2065,2050,2005,"relative","ACCESS-CM2"
"MS",7,2.41981012235818,2.05980022246941,"ssp370",2035,2065,2050,2005,"relative","ACCESS-CM2"
"MS",8,2.98251301446051,1.84142591768632,"ssp370",2035,2065,2050,2005,"relative","ACCESS-CM2"
"MS",9,3.74920645161291,2.60355417130145,"ssp370",2035,2065,2050,2005,"relative","ACCESS-CM2"
"MS",10,2.98674360400445,2.31620444938821,"ssp370",2035,2065,2050,2005,"relative","ACCESS-CM2"
"MS",11,2.66898676307008,2.51792791991101,"ssp370",2035,2065,2050,2005,"relative","ACCESS-CM2"
"MS",12,2.24096941045606,2.68985094549499,"ssp370",2035,2065,2050,2005,"relative","ACCESS-CM2"
"MS",1,4.7399383759733,4.63397519466073,"ssp370",2070,2100,2085,2005,"relative","ACCESS-CM2"
"MS",2,6.20874760845384,6.38659332591769,"ssp370",2070,2100,2085,2005,"relative","ACCESS-CM2"
"MS",3,4.84970656284761,4.587929810901,"ssp370",2070,2100,2085,2005,"relative","ACCESS-CM2"
"MS",4,4.17188498331479,4.08684360400445,"ssp370",2070,2100,2085,2005,"relative","ACCESS-CM2"
"MS",5,4.54783337041157,3.78524805339266,"ssp370",2070,2100,2085,2005,"relative","ACCESS-CM2"
"MS",6,4.93606874304783,3.8740341490545,"ssp370",2070,2100,2085,2005,"relative","ACCESS-CM2"
"MS",7,6.23091979977753,4.76831312569522,"ssp370",2070,2100,2085,2005,"relative","ACCESS-CM2"
"MS",8,6.50285172413793,4.3065936596218,"ssp370",2070,2100,2085,2005,"relative","ACCESS-CM2"
"MS",9,6.38377419354839,4.7998573971079,"ssp370",2070,2100,2085,2005,"relative","ACCESS-CM2"
"MS",10,5.35314360400445,4.42559799777531,"ssp370",2070,2100,2085,2005,"relative","ACCESS-CM2"
"MS",11,5.53095127919911,4.93409243604004,"ssp370",2070,2100,2085,2005,"relative","ACCESS-CM2"
"MS",12,4.83425005561735,5.18696062291435,"ssp370",2070,2100,2085,2005,"relative","ACCESS-CM2"
"MS",1,1.97598031145717,2.02522035595106,"ssp585",2035,2065,2050,2005,"relative","ACCESS-CM2"
"MS",2,3.45850567296997,3.3814191323693,"ssp585",2035,2065,2050,2005,"relative","ACCESS-CM2"
"MS",3,3.79385494994438,3.23924271412681,"ssp585",2035,2065,2050,2005,"relative","ACCESS-CM2"
"MS",4,2.5077043381535,2.46420166852058,"ssp585",2035,2065,2050,2005,"relative","ACCESS-CM2"
"MS",5,3.02521401557286,2.50820934371524,"ssp585",2035,2065,2050,2005,"relative","ACCESS-CM2"
"MS",6,1.95093325917686,1.52157931034483,"ssp585",2035,2065,2050,2005,"relative","ACCESS-CM2"
"MS",7,3.10017463848721,2.41140344827586,"ssp585",2035,2065,2050,2005,"relative","ACCESS-CM2"
"MS",8,3.44040011123471,2.46379688542825,"ssp585",2035,2065,2050,2005,"relative","ACCESS-CM2"
"MS",9,3.69465483870968,2.84969933259177,"ssp585",2035,2065,2050,2005,"relative","ACCESS-CM2"
"MS",10,2.73165650723026,2.11007541713014,"ssp585",2035,2065,2050,2005,"relative","ACCESS-CM2"
"MS",11,3.14751902113459,2.91889888765295,"ssp585",2035,2065,2050,2005,"relative","ACCESS-CM2"
"MS",12,2.94236295884316,3.37559933259177,"ssp585",2035,2065,2050,2005,"relative","ACCESS-CM2"
"MS",1,4.60987708565072,4.87071390433815,"ssp585",2070,2100,2085,2005,"relative","ACCESS-CM2"
"MS",2,6.68078631813126,6.64796106785317,"ssp585",2070,2100,2085,2005,"relative","ACCESS-CM2"
"MS",3,6.16363559510567,5.8701233592881,"ssp585",2070,2100,2085,2005,"relative","ACCESS-CM2"
"MS",4,4.22272369299221,4.14638553948832,"ssp585",2070,2100,2085,2005,"relative","ACCESS-CM2"
"MS",5,5.58039466073415,4.27921256952169,"ssp585",2070,2100,2085,2005,"relative","ACCESS-CM2"
"MS",6,5.94182680756396,4.51995350389321,"ssp585",2070,2100,2085,2005,"relative","ACCESS-CM2"
"MS",7,7.40837786429366,5.68520022246941,"ssp585",2070,2100,2085,2005,"relative","ACCESS-CM2"
"MS",8,7.51084527252503,5.17335817575083,"ssp585",2070,2100,2085,2005,"relative","ACCESS-CM2"
"MS",9,8.3466870967742,6.02276707452725,"ssp585",2070,2100,2085,2005,"relative","ACCESS-CM2"
"MS",10,7.20113715239154,6.20813025583982,"ssp585",2070,2100,2085,2005,"relative","ACCESS-CM2"
"MS",11,6.4877383759733,6.10126017797553,"ssp585",2070,2100,2085,2005,"relative","ACCESS-CM2"
"MS",12,5.88613715239155,6.19851223581758,"ssp585",2070,2100,2085,2005,"relative","ACCESS-CM2"
"MS",1,1.26676484983315,1.53541546162403,"ssp126",2035,2065,2050,2005,"relative","AWI-CM-1-1-MR"
"MS",2,0.0325209121245837,0.890802113459399,"ssp126",2035,2065,2050,2005,"relative","AWI-CM-1-1-MR"
"MS",3,0.636603114571745,2.63720834260289,"ssp126",2035,2065,2050,2005,"relative","AWI-CM-1-1-MR"
"MS",4,1.77947719688543,1.84463492769744,"ssp126",2035,2065,2050,2005,"relative","AWI-CM-1-1-MR"
"MS",5,0.341739599555062,1.92087074527252,"ssp126",2035,2065,2050,2005,"relative","AWI-CM-1-1-MR"
"MS",6,1.25962914349277,0.767213014460511,"ssp126",2035,2065,2050,2005,"relative","AWI-CM-1-1-MR"
"MS",7,2.5328106785317,1.3899319243604,"ssp126",2035,2065,2050,2005,"relative","AWI-CM-1-1-MR"
"MS",8,2.60092280311457,2.17001724137931,"ssp126",2035,2065,2050,2005,"relative","AWI-CM-1-1-MR"
"MS",9,2.49254972191324,1.65696529477197,"ssp126",2035,2065,2050,2005,"relative","AWI-CM-1-1-MR"
"MS",10,2.3668,3.38376106785317,"ssp126",2035,2065,2050,2005,"relative","AWI-CM-1-1-MR"
"MS",11,0.624660177975528,1.27340545050056,"ssp126",2035,2065,2050,2005,"relative","AWI-CM-1-1-MR"
"MS",12,1.04281557285873,2.30997119021135,"ssp126",2035,2065,2050,2005,"relative","AWI-CM-1-1-MR"
"MS",1,1.50621323692992,0.201338042269187,"ssp126",2070,2100,2085,2005,"relative","AWI-CM-1-1-MR"
"MS",2,0.120772525027808,1.59930533926585,"ssp126",2070,2100,2085,2005,"relative","AWI-CM-1-1-MR"
"MS",3,0.820699888765294,2.93961156840934,"ssp126",2070,2100,2085,2005,"relative","AWI-CM-1-1-MR"
"MS",4,1.9909320355951,1.98326718576196,"ssp126",2070,2100,2085,2005,"relative","AWI-CM-1-1-MR"
"MS",5,0.452368631813126,1.68676429365962,"ssp126",2070,2100,2085,2005,"relative","AWI-CM-1-1-MR"
"MS",6,1.24110011123471,1.04722269187987,"ssp126",2070,2100,2085,2005,"relative","AWI-CM-1-1-MR"
"MS",7,2.36788487208009,0.969602892102337,"ssp126",2070,2100,2085,2005,"relative","AWI-CM-1-1-MR"
"MS",8,2.10633893214683,1.98134627363737,"ssp126",2070,2100,2085,2005,"relative","AWI-CM-1-1-MR"
"MS",9,1.38598843159065,1.37657497219132,"ssp126",2070,2100,2085,2005,"relative","AWI-CM-1-1-MR"
"MS",10,1.22803225806452,2.98575461624027,"ssp126",2070,2100,2085,2005,"relative","AWI-CM-1-1-MR"
"MS",11,1.5919150166852,1.17976674082314,"ssp126",2070,2100,2085,2005,"relative","AWI-CM-1-1-MR"
"MS",12,1.23702202447164,1.04035828698554,"ssp126",2070,2100,2085,2005,"relative","AWI-CM-1-1-MR"
"MS",1,1.44419065628476,1.37238965517241,"ssp245",2035,2065,2050,2005,"relative","AWI-CM-1-1-MR"
"MS",2,0.812285428253615,0.659582758620688,"ssp245",2035,2065,2050,2005,"relative","AWI-CM-1-1-MR"
"MS",3,1.24273859844271,2.20475995550612,"ssp245",2035,2065,2050,2005,"relative","AWI-CM-1-1-MR"
"MS",4,2.39026106785317,1.80217041156841,"ssp245",2035,2065,2050,2005,"relative","AWI-CM-1-1-MR"
"MS",5,0.440258954393773,2.51696106785317,"ssp245",2035,2065,2050,2005,"relative","AWI-CM-1-1-MR"
"MS",6,2.149480756396,1.93045817575083,"ssp245",2035,2065,2050,2005,"relative","AWI-CM-1-1-MR"
"MS",7,2.6728106785317,1.37027063403782,"ssp245",2035,2065,2050,2005,"relative","AWI-CM-1-1-MR"
"MS",8,2.81194538375973,2.69584949944383,"ssp245",2035,2065,2050,2005,"relative","AWI-CM-1-1-MR"
"MS",9,2.55938843159065,1.68151045606229,"ssp245",2035,2065,2050,2005,"relative","AWI-CM-1-1-MR"
"MS",10,1.7928,3.22231590656285,"ssp245",2035,2065,2050,2005,"relative","AWI-CM-1-1-MR"
"MS",11,1.61178275862069,1.39213770856507,"ssp245",2035,2065,2050,2005,"relative","AWI-CM-1-1-MR"
"MS",12,1.38070589543938,1.43543248053393,"ssp245",2035,2065,2050,2005,"relative","AWI-CM-1-1-MR"
"MS",1,1.78178097886541,4.46770255839822,"ssp245",2070,2100,2085,2005,"relative","AWI-CM-1-1-MR"
"MS",2,1.24334994438265,4.21105695216908,"ssp245",2070,2100,2085,2005,"relative","AWI-CM-1-1-MR"
"MS",3,1.250219243604,3.28261156840934,"ssp245",2070,2100,2085,2005,"relative","AWI-CM-1-1-MR"
"MS",4,3.52634171301446,2.94009944382647,"ssp245",2070,2100,2085,2005,"relative","AWI-CM-1-1-MR"
"MS",5,1.16933637374861,3.32104493882091,"ssp245",2070,2100,2085,2005,"relative","AWI-CM-1-1-MR"
"MS",6,2.32728398220245,2.10152914349277,"ssp245",2070,2100,2085,2005,"relative","AWI-CM-1-1-MR"
"MS",7,3.91238809788654,2.84410289210234,"ssp245",2070,2100,2085,2005,"relative","AWI-CM-1-1-MR"
"MS",8,5.20706796440489,3.81836562847609,"ssp245",2070,2100,2085,2005,"relative","AWI-CM-1-1-MR"
"MS",9,4.39899488320356,2.67056529477197,"ssp245",2070,2100,2085,2005,"relative","AWI-CM-1-1-MR"
"MS",10,3.73787419354839,3.56986429365962,"ssp245",2070,2100,2085,2005,"relative","AWI-CM-1-1-MR"
"MS",11,2.22643114571746,2.42832480533927,"ssp245",2070,2100,2085,2005,"relative","AWI-CM-1-1-MR"
"MS",12,1.41058976640712,3.12319377085651,"ssp245",2070,2100,2085,2005,"relative","AWI-CM-1-1-MR"
"MS",1,1.09067130144605,1.93087352614016,"ssp370",2035,2065,2050,2005,"relative","AWI-CM-1-1-MR"
"MS",2,0.230572525027808,2.51151501668521,"ssp370",2035,2065,2050,2005,"relative","AWI-CM-1-1-MR"
"MS",3,2.23814182424917,2.5320212458287,"ssp370",2035,2065,2050,2005,"relative","AWI-CM-1-1-MR"
"MS",4,2.74682880978865,2.75695428253615,"ssp370",2035,2065,2050,2005,"relative","AWI-CM-1-1-MR"
"MS",5,0.630410567296998,2.45347074527252,"ssp370",2035,2065,2050,2005,"relative","AWI-CM-1-1-MR"
"MS",6,1.94416785317019,1.84999688542825,"ssp370",2035,2065,2050,2005,"relative","AWI-CM-1-1-MR"
"MS",7,3.24463971078977,2.11611256952169,"ssp370",2035,2065,2050,2005,"relative","AWI-CM-1-1-MR"
"MS",8,3.9009744160178,3.31761724137931,"ssp370",2035,2065,2050,2005,"relative","AWI-CM-1-1-MR"
"MS",9,3.49723681868743,2.31675884315907,"ssp370",2035,2065,2050,2005,"relative","AWI-CM-1-1-MR"
"MS",10,3.17122580645161,3.38058364849833,"ssp370",2035,2065,2050,2005,"relative","AWI-CM-1-1-MR"
"MS",11,1.19522146829811,1.26083770856507,"ssp370",2035,2065,2050,2005,"relative","AWI-CM-1-1-MR"
"MS",12,1.11217686318131,2.56470022246941,"ssp370",2035,2065,2050,2005,"relative","AWI-CM-1-1-MR"
"MS",1,3.39905194660734,4.31688642936596,"ssp370",2070,2100,2085,2005,"relative","AWI-CM-1-1-MR"
"MS",2,2.21423058954394,4.48294082313682,"ssp370",2070,2100,2085,2005,"relative","AWI-CM-1-1-MR"
"MS",3,2.5135063403782,4.72940511679644,"ssp370",2070,2100,2085,2005,"relative","AWI-CM-1-1-MR"
"MS",4,3.3415126807564,4.30793815350389,"ssp370",2070,2100,2085,2005,"relative","AWI-CM-1-1-MR"
"MS",5,1.85277508342603,4.70646106785317,"ssp370",2070,2100,2085,2005,"relative","AWI-CM-1-1-MR"
"MS",6,2.67604849833148,3.02750333704116,"ssp370",2070,2100,2085,2005,"relative","AWI-CM-1-1-MR"
"MS",7,5.66603003337041,3.75068031145718,"ssp370",2070,2100,2085,2005,"relative","AWI-CM-1-1-MR"
"MS",8,7.4990808676307,5.17665272525028,"ssp370",2070,2100,2085,2005,"relative","AWI-CM-1-1-MR"
"MS",9,6.12739165739711,4.91046206896552,"ssp370",2070,2100,2085,2005,"relative","AWI-CM-1-1-MR"
"MS",10,4.85420967741936,5.51054816462736,"ssp370",2070,2100,2085,2005,"relative","AWI-CM-1-1-MR"
"MS",11,2.74726340378198,3.77196996662959,"ssp370",2070,2100,2085,2005,"relative","AWI-CM-1-1-MR"
"MS",12,2.31991557285873,4.77661312569522,"ssp370",2070,2100,2085,2005,"relative","AWI-CM-1-1-MR"
"MS",1,1.60055517241379,2.17877675194661,"ssp585",2035,2065,2050,2005,"relative","AWI-CM-1-1-MR"
"MS",2,1.38057575083426,4.11105050055617,"ssp585",2035,2065,2050,2005,"relative","AWI-CM-1-1-MR"
"MS",3,1.22035150166852,2.43174705228031,"ssp585",2035,2065,2050,2005,"relative","AWI-CM-1-1-MR"
"MS",4,1.9254320355951,2.45350266963292,"ssp585",2035,2065,2050,2005,"relative","AWI-CM-1-1-MR"
"MS",5,0.640852502780866,2.34461590656285,"ssp585",2035,2065,2050,2005,"relative","AWI-CM-1-1-MR"
"MS",6,1.90933236929922,1.86886785317019,"ssp585",2035,2065,2050,2005,"relative","AWI-CM-1-1-MR"
"MS",7,3.70498487208009,2.4141383759733,"ssp585",2035,2065,2050,2005,"relative","AWI-CM-1-1-MR"
"MS",8,3.79856796440489,3.30188820912125,"ssp585",2035,2065,2050,2005,"relative","AWI-CM-1-1-MR"
"MS",9,2.31940778642936,2.69686529477197,"ssp585",2035,2065,2050,2005,"relative","AWI-CM-1-1-MR"
"MS",10,2.42687741935484,3.85437719688543,"ssp585",2035,2065,2050,2005,"relative","AWI-CM-1-1-MR"
"MS",11,1.9009956618465,1.79172803114572,"ssp585",2035,2065,2050,2005,"relative","AWI-CM-1-1-MR"
"MS",12,1.92359621802002,2.29052280311457,"ssp585",2035,2065,2050,2005,"relative","AWI-CM-1-1-MR"
"MS",1,3.61824549499444,6.29354771968854,"ssp585",2070,2100,2085,2005,"relative","AWI-CM-1-1-MR"
"MS",2,2.46657575083426,6.09728275862069,"ssp585",2070,2100,2085,2005,"relative","AWI-CM-1-1-MR"
"MS",3,3.63528053392658,5.67640511679644,"ssp585",2070,2100,2085,2005,"relative","AWI-CM-1-1-MR"
"MS",4,3.97674171301446,4.42320266963292,"ssp585",2070,2100,2085,2005,"relative","AWI-CM-1-1-MR"
"MS",5,2.59339443826474,4.19879010011123,"ssp585",2070,2100,2085,2005,"relative","AWI-CM-1-1-MR"
"MS",6,4.91320978865406,3.9514936596218,"ssp585",2070,2100,2085,2005,"relative","AWI-CM-1-1-MR"
"MS",7,7.0918106785317,4.99878998887653,"ssp585",2070,2100,2085,2005,"relative","AWI-CM-1-1-MR"
"MS",8,8.96611312569522,6.48488820912125,"ssp585",2070,2100,2085,2005,"relative","AWI-CM-1-1-MR"
"MS",9,7.22673359288098,5.158829810901,"ssp585",2070,2100,2085,2005,"relative","AWI-CM-1-1-MR"
"MS",10,7.11447419354839,7.1388191323693,"ssp585",2070,2100,2085,2005,"relative","AWI-CM-1-1-MR"
"MS",11,4.47469566184649,5.2959828698554,"ssp585",2070,2100,2085,2005,"relative","AWI-CM-1-1-MR"
"MS",12,3.3107510567297,5.77963248053393,"ssp585",2070,2100,2085,2005,"relative","AWI-CM-1-1-MR"
"MS",1,1.70549299221357,2.08944538375973,"ssp126",2035,2065,2050,2005,"relative","CanESM5"
"MS",2,1.60814593993326,2.4245552836485,"ssp126",2035,2065,2050,2005,"relative","CanESM5"
"MS",3,1.21051612903226,2.27317374860957,"ssp126",2035,2065,2050,2005,"relative","CanESM5"
"MS",4,1.57232591768632,1.91555483870968,"ssp126",2035,2065,2050,2005,"relative","CanESM5"
"MS",5,2.00837697441602,1.75519288097887,"ssp126",2035,2065,2050,2005,"relative","CanESM5"
"MS",6,1.00430255839822,1.55750611790879,"ssp126",2035,2065,2050,2005,"relative","CanESM5"
"MS",7,2.50565728587319,2.23356218020022,"ssp126",2035,2065,2050,2005,"relative","CanESM5"
"MS",8,3.44147096774194,1.92361868743048,"ssp126",2035,2065,2050,2005,"relative","CanESM5"
"MS",9,3.29986707452725,3.00238364849833,"ssp126",2035,2065,2050,2005,"relative","CanESM5"
"MS",10,2.54046585094549,2.61885050055617,"ssp126",2035,2065,2050,2005,"relative","CanESM5"
"MS",11,2.10100901001112,2.33417764182425,"ssp126",2035,2065,2050,2005,"relative","CanESM5"
"MS",12,2.84722658509455,3.55037997775306,"ssp126",2035,2065,2050,2005,"relative","CanESM5"
"MS",1,1.86526395995551,2.3494808676307,"ssp126",2070,2100,2085,2005,"relative","CanESM5"
"MS",2,2.56818464961068,3.09600044493882,"ssp126",2070,2100,2085,2005,"relative","CanESM5"
"MS",3,1.63785161290323,2.41510278086763,"ssp126",2070,2100,2085,2005,"relative","CanESM5"
"MS",4,1.96251946607341,2.53964193548387,"ssp126",2070,2100,2085,2005,"relative","CanESM5"
"MS",5,1.11141245828698,1.48702836484983,"ssp126",2070,2100,2085,2005,"relative","CanESM5"
"MS",6,0.809338042269186,1.67139644048943,"ssp126",2070,2100,2085,2005,"relative","CanESM5"
"MS",7,2.98881535038932,2.54559121245829,"ssp126",2070,2100,2085,2005,"relative","CanESM5"
"MS",8,4.36895483870968,2.57219610678532,"ssp126",2070,2100,2085,2005,"relative","CanESM5"
"MS",9,3.11665417130145,2.97973203559511,"ssp126",2070,2100,2085,2005,"relative","CanESM5"
"MS",10,2.66445939933259,3.02016340378198,"ssp126",2070,2100,2085,2005,"relative","CanESM5"
"MS",11,1.97385094549499,2.70203893214683,"ssp126",2070,2100,2085,2005,"relative","CanESM5"
"MS",12,2.62209755283649,3.59475094549499,"ssp126",2070,2100,2085,2005,"relative","CanESM5"
"MS",1,2.70612958843159,1.82301946607341,"ssp585",2035,2065,2050,2005,"relative","CIESM"
"MS",2,2.83466451612903,2.48211134593993,"ssp585",2035,2065,2050,2005,"relative","CIESM"
"MS",3,2.47632525027809,1.58796974416018,"ssp585",2035,2065,2050,2005,"relative","CIESM"
"MS",4,2.53024961067853,0.99263659621802,"ssp585",2035,2065,2050,2005,"relative","CIESM"
"MS",5,3.30445617352614,1.67116996662959,"ssp585",2035,2065,2050,2005,"relative","CIESM"
"MS",6,4.12776929922136,3.39235072302558,"ssp585",2035,2065,2050,2005,"relative","CIESM"
"MS",7,8.64059265850945,3.4132659621802,"ssp585",2035,2065,2050,2005,"relative","CIESM"
"MS",8,7.54023070077864,4.13425050055617,"ssp585",2035,2065,2050,2005,"relative","CIESM"
"MS",9,3.89106195773081,3.23152269187987,"ssp585",2035,2065,2050,2005,"relative","CIESM"
"MS",10,1.68904771968854,1.92476874304783,"ssp585",2035,2065,2050,2005,"relative","CIESM"
"MS",11,2.34673726362625,0.856484093437153,"ssp585",2035,2065,2050,2005,"relative","CIESM"
"MS",12,1.46171012235818,4.23818576195773,"ssp585",2035,2065,2050,2005,"relative","CIESM"
"MS",1,5.45803604004449,6.22705172413793,"ssp585",2070,2100,2085,2005,"relative","CIESM"
"MS",2,5.80649032258065,5.97960166852058,"ssp585",2070,2100,2085,2005,"relative","CIESM"
"MS",3,5.78422525027809,4.0175213570634,"ssp585",2070,2100,2085,2005,"relative","CIESM"
"MS",4,5.29242057842047,3.25034304783092,"ssp585",2070,2100,2085,2005,"relative","CIESM"
"MS",5,5.71160778642937,3.0522957730812,"ssp585",2070,2100,2085,2005,"relative","CIESM"
"MS",6,8.90799833147942,5.07069588431591,"ssp585",2070,2100,2085,2005,"relative","CIESM"
"MS",7,13.317424916574,7.86614660734149,"ssp585",2070,2100,2085,2005,"relative","CIESM"
"MS",8,11.9366436040044,8.12544727474972,"ssp585",2070,2100,2085,2005,"relative","CIESM"
"MS",9,8.17369421579532,6.39869688542825,"ssp585",2070,2100,2085,2005,"relative","CIESM"
"MS",10,6.00418642936596,4.89515261401557,"ssp585",2070,2100,2085,2005,"relative","CIESM"
"MS",11,4.77290823136819,4.56336473859844,"ssp585",2070,2100,2085,2005,"relative","CIESM"
"MS",12,5.44607463848721,7.84430834260289,"ssp585",2070,2100,2085,2005,"relative","CIESM"
"MS",1,1.49342246941046,1.14456462736374,"ssp126",2035,2065,2050,2005,"relative","CMCC-ESM2"
"MS",2,2.67211345939933,1.97387163515017,"ssp126",2035,2065,2050,2005,"relative","CMCC-ESM2"
"MS",3,1.9346340378198,1.32499087875417,"ssp126",2035,2065,2050,2005,"relative","CMCC-ESM2"
"MS",4,1.20743959955506,1.29668042269188,"ssp126",2035,2065,2050,2005,"relative","CMCC-ESM2"
"MS",5,2.4461552836485,1.54776017797553,"ssp126",2035,2065,2050,2005,"relative","CMCC-ESM2"
"MS",6,3.14615506117909,2.51162647385984,"ssp126",2035,2065,2050,2005,"relative","CMCC-ESM2"
"MS",7,2.5437447163515,2.32432091212458,"ssp126",2035,2065,2050,2005,"relative","CMCC-ESM2"
"MS",8,3.69155517241379,2.59460878754171,"ssp126",2035,2065,2050,2005,"relative","CMCC-ESM2"
"MS",9,2.66008498331479,2.16313392658509,"ssp126",2035,2065,2050,2005,"relative","CMCC-ESM2"
