"SSP_Time","GCM","Year","Pheno"
"SSP1 2050","AWI-CM-1-1-MR",2055,111.166666666667
"SSP1 2050","AWI-CM-1-1-MR",2056,117
"SSP1 2050","AWI-CM-1-1-MR",2057,98.2916666666667
"SSP1 2050","AWI-CM-1-1-MR",2058,112.166666666667
"SSP1 2050","AWI-CM-1-1-MR",2059,102.083333333333
"SSP1 2050","AWI-CM-1-1-MR",2060,110.25
"SSP1 2050","AWI-CM-1-1-MR",2061,97.5
"SSP1 2050","AWI-CM-1-1-MR",2062,104
"SSP1 2050","AWI-CM-1-1-MR",2063,101.25
"SSP1 2050","AWI-CM-1-1-MR",2064,94.4166666666667
"SSP1 2050","AWI-CM-1-1-MR",2065,121.25
"SSP1 2050","AWI-CM-1-1-MR",2066,114.875
"SSP1 2050","AWI-CM-1-1-MR",2067,110.875
"SSP1 2050","AWI-CM-1-1-MR",2068,115.083333333333
"SSP1 2050","AWI-CM-1-1-MR",2069,118.041666666667
"SSP1 2050","AWI-CM-1-1-MR",2070,102.291666666667
"SSP1 2050","AWI-CM-1-1-MR",2071,102.166666666667
"SSP1 2050","AWI-CM-1-1-MR",2072,97.5833333333333
"SSP1 2050","AWI-CM-1-1-MR",2073,109.208333333333
"SSP1 2050","AWI-CM-1-1-MR",2074,95.0833333333333
"SSP1 2050","AWI-CM-1-1-MR",2075,112.083333333333
"SSP1 2050","AWI-CM-1-1-MR",2076,96.9166666666667
"SSP1 2050","AWI-CM-1-1-MR",2077,109.333333333333
"SSP1 2050","AWI-CM-1-1-MR",2078,92.2916666666667
"SSP1 2050","AWI-CM-1-1-MR",2079,106.875
"SSP1 2050","AWI-CM-1-1-MR",2080,115.291666666667
"SSP1 2050","AWI-CM-1-1-MR",2081,117.041666666667
"SSP1 2050","AWI-CM-1-1-MR",2082,99.25
"SSP1 2050","AWI-CM-1-1-MR",2083,92.5416666666667
"SSP1 2050","AWI-CM-1-1-MR",2084,113.958333333333
"SSP1 2050","AWI-CM-1-1-MR",2085,94.375
"SSP1 2050","AWI-CM-1-1-MR",2086,84.875
"SSP1 2050","AWI-CM-1-1-MR",2087,86.125
"SSP1 2050","AWI-CM-1-1-MR",2088,113.916666666667
"SSP1 2050","AWI-CM-1-1-MR",2089,108.333333333333
"SSP1 2050","AWI-CM-1-1-MR",2090,102.958333333333
"SSP1 2050","AWI-CM-1-1-MR",2091,86.0833333333333
"SSP1 2050","AWI-CM-1-1-MR",2092,97.3333333333333
"SSP1 2050","AWI-CM-1-1-MR",2093,101.166666666667
"SSP1 2050","AWI-CM-1-1-MR",2094,103.166666666667
"SSP1 2050","AWI-CM-1-1-MR",2095,90.2916666666667
"SSP1 2050","AWI-CM-1-1-MR",2096,107.666666666667
"SSP1 2050","AWI-CM-1-1-MR",2097,90.75
"SSP1 2050","AWI-CM-1-1-MR",2098,103.958333333333
"SSP1 2050","AWI-CM-1-1-MR",2099,106.666666666667
"SSP1 2050","AWI-CM-1-1-MR",2100,105.958333333333
"SSP1 2050","CMCC-ESM2",2001,NA
"SSP1 2050","CMCC-ESM2",2002,98.5
"SSP1 2050","CMCC-ESM2",2003,104.333333333333
"SSP1 2050","CMCC-ESM2",2004,108.458333333333
"SSP1 2050","CMCC-ESM2",2005,113.416666666667
"SSP1 2050","CMCC-ESM2",2006,102.916666666667
"SSP1 2050","CMCC-ESM2",2007,103
"SSP1 2050","CMCC-ESM2",2008,108.208333333333
"SSP1 2050","CMCC-ESM2",2009,93.0833333333333
"SSP1 2050","CMCC-ESM2",2010,102.125
"SSP1 2050","CMCC-ESM2",2011,115.041666666667
"SSP1 2050","CMCC-ESM2",2012,92.125
"SSP1 2050","CMCC-ESM2",2013,115.166666666667
"SSP1 2050","CMCC-ESM2",2014,91.2083333333333
"SSP1 2050","CMCC-ESM2",2015,100.291666666667
"SSP1 2050","CMCC-ESM2",2016,101.375
"SSP1 2050","CMCC-ESM2",2017,104.25
"SSP1 2050","CMCC-ESM2",2018,107.625
"SSP1 2050","CMCC-ESM2",2019,93.5
"SSP1 2050","CMCC-ESM2",2020,118.541666666667
"SSP1 2050","CMCC-ESM2",2021,100.083333333333
"SSP1 2050","CMCC-ESM2",2022,111.166666666667
"SSP1 2050","CMCC-ESM2",2023,115.125
"SSP1 2050","CMCC-ESM2",2024,109.875
"SSP1 2050","CMCC-ESM2",2025,105.958333333333
"SSP1 2050","CMCC-ESM2",2026,114.125
"SSP1 2050","CMCC-ESM2",2027,103.583333333333
"SSP1 2050","CMCC-ESM2",2028,110.125
"SSP1 2050","CMCC-ESM2",2029,120.333333333333
"SSP1 2050","CMCC-ESM2",2030,102.125
"SSP1 2050","CMCC-ESM2",2031,104.291666666667
"SSP1 2050","CMCC-ESM2",2032,108.083333333333
"SSP1 2050","CMCC-ESM2",2033,97.2083333333333
"SSP1 2050","CMCC-ESM2",2034,100.291666666667
"SSP1 2050","CMCC-ESM2",2035,104.5
"SSP1 2050","CMCC-ESM2",2036,112
"SSP1 2050","CMCC-ESM2",2037,85.9166666666667
"SSP1 2050","CMCC-ESM2",2038,100.875
"SSP1 2050","CMCC-ESM2",2039,92
"SSP1 2050","CMCC-ESM2",2040,105.083333333333
"SSP1 2050","CMCC-ESM2",2041,103.041666666667
"SSP1 2050","CMCC-ESM2",2042,87.0416666666667
"SSP1 2050","CMCC-ESM2",2043,99.2916666666667
"SSP1 2050","CMCC-ESM2",2044,111.875
"SSP1 2050","CMCC-ESM2",2045,94.9166666666667
"SSP1 2050","CMCC-ESM2",2046,86.0833333333333
"SSP1 2050","CMCC-ESM2",2047,111.166666666667
"SSP1 2050","CMCC-ESM2",2048,92.2916666666667
"SSP1 2050","CMCC-ESM2",2049,95.9166666666667
"SSP1 2050","CMCC-ESM2",2050,106.333333333333
"SSP1 2050","CMCC-ESM2",2051,94.1666666666667
"SSP1 2050","CMCC-ESM2",2052,101.125
"SSP1 2050","CMCC-ESM2",2053,99.25
"SSP1 2050","CMCC-ESM2",2054,101.083333333333
"SSP1 2050","CMCC-ESM2",2055,109.916666666667
"SSP1 2050","CMCC-ESM2",2056,116.333333333333
"SSP1 2050","CMCC-ESM2",2057,96.25
"SSP1 2050","CMCC-ESM2",2058,95.3333333333333
"SSP1 2050","CMCC-ESM2",2059,101.916666666667
"SSP1 2050","CMCC-ESM2",2060,106.208333333333
"SSP1 2050","CMCC-ESM2",2061,96.3333333333333
"SSP1 2050","CMCC-ESM2",2062,97.9583333333333
"SSP1 2050","CMCC-ESM2",2063,99
"SSP1 2050","CMCC-ESM2",2064,95.2916666666667
"SSP1 2050","CMCC-ESM2",2065,119.916666666667
"SSP1 2050","CMCC-ESM2",2066,115.291666666667
"SSP1 2050","CMCC-ESM2",2067,110.208333333333
"SSP1 2050","CMCC-ESM2",2068,102.25
"SSP1 2050","CMCC-ESM2",2069,115.333333333333
"SSP1 2050","CMCC-ESM2",2070,99.25
"SSP1 2050","CMCC-ESM2",2071,95.25
"SSP1 2050","CMCC-ESM2",2072,97.375
"SSP1 2050","CMCC-ESM2",2073,108.875
"SSP1 2050","CMCC-ESM2",2074,90.3333333333333
"SSP1 2050","CMCC-ESM2",2075,86.2083333333333
"SSP1 2050","CMCC-ESM2",2076,97.3333333333333
"SSP1 2050","CMCC-ESM2",2077,108.25
"SSP1 2050","CMCC-ESM2",2078,93
"SSP1 2050","CMCC-ESM2",2079,104.5
"SSP1 2050","CMCC-ESM2",2080,114
"SSP1 2050","CMCC-ESM2",2081,116.125
"SSP1 2050","CMCC-ESM2",2082,84.375
"SSP1 2050","CMCC-ESM2",2083,91.9166666666667
"SSP1 2050","CMCC-ESM2",2084,110.125
"SSP1 2050","CMCC-ESM2",2085,93.2916666666667
"SSP1 2050","CMCC-ESM2",2086,83.2916666666667
"SSP1 2050","CMCC-ESM2",2087,81.5
"SSP1 2050","CMCC-ESM2",2088,111.958333333333
"SSP1 2050","CMCC-ESM2",2089,107.375
"SSP1 2050","CMCC-ESM2",2090,101.083333333333
"SSP1 2050","CMCC-ESM2",2091,80.375
"SSP1 2050","CMCC-ESM2",2092,93.875
"SSP1 2050","CMCC-ESM2",2093,99.875
"SSP1 2050","CMCC-ESM2",2094,101.208333333333
"SSP1 2050","CMCC-ESM2",2095,90.0833333333333
"SSP1 2050","CMCC-ESM2",2096,106.5
"SSP1 2050","CMCC-ESM2",2097,90.2083333333333
"SSP1 2050","CMCC-ESM2",2098,103.083333333333
"SSP1 2050","CMCC-ESM2",2099,105.208333333333
"SSP1 2050","CMCC-ESM2",2100,104.25
"SSP1 2050","CNRM-CM6-1-HR",2001,NA
"SSP1 2050","CNRM-CM6-1-HR",2002,98.2083333333333
"SSP1 2050","CNRM-CM6-1-HR",2003,104.25
"SSP1 2050","CNRM-CM6-1-HR",2004,108.166666666667
"SSP1 2050","CNRM-CM6-1-HR",2005,112.25
"SSP1 2050","CNRM-CM6-1-HR",2006,102.125
"SSP1 2050","CNRM-CM6-1-HR",2007,96.4583333333333
"SSP1 2050","CNRM-CM6-1-HR",2008,106.166666666667
"SSP1 2050","CNRM-CM6-1-HR",2009,91.2916666666667
"SSP1 2050","CNRM-CM6-1-HR",2010,94.3333333333333
"SSP1 2050","CNRM-CM6-1-HR",2011,112.208333333333
"SSP1 2050","CNRM-CM6-1-HR",2012,91.0833333333333
"SSP1 2050","CNRM-CM6-1-HR",2013,114.083333333333
"SSP1 2050","CNRM-CM6-1-HR",2014,86.125
"SSP1 2050","CNRM-CM6-1-HR",2015,96.0416666666667
"SSP1 2050","CNRM-CM6-1-HR",2016,101.291666666667
"SSP1 2050","CNRM-CM6-1-HR",2017,98.0416666666667
"SSP1 2050","CNRM-CM6-1-HR",2018,107.625
"SSP1 2050","CNRM-CM6-1-HR",2019,84.2083333333333
"SSP1 2050","CNRM-CM6-1-HR",2020,117.041666666667
"SSP1 2050","CNRM-CM6-1-HR",2021,100.25
"SSP1 2050","CNRM-CM6-1-HR",2022,91.0416666666667
"SSP1 2050","CNRM-CM6-1-HR",2023,110.041666666667
"SSP1 2050","CNRM-CM6-1-HR",2024,107.958333333333
"SSP1 2050","CNRM-CM6-1-HR",2025,105.041666666667
"SSP1 2050","CNRM-CM6-1-HR",2026,114.125
"SSP1 2050","CNRM-CM6-1-HR",2027,100.916666666667
"SSP1 2050","CNRM-CM6-1-HR",2028,108.291666666667
"SSP1 2050","CNRM-CM6-1-HR",2029,117.291666666667
"SSP1 2050","CNRM-CM6-1-HR",2030,100.208333333333
"SSP1 2050","CNRM-CM6-1-HR",2031,105.083333333333
"SSP1 2050","CNRM-CM6-1-HR",2032,107.416666666667
"SSP1 2050","CNRM-CM6-1-HR",2033,93.25
"SSP1 2050","CNRM-CM6-1-HR",2034,96.0416666666667
"SSP1 2050","CNRM-CM6-1-HR",2035,101.541666666667
"SSP1 2050","CNRM-CM6-1-HR",2036,111.291666666667
"SSP1 2050","CNRM-CM6-1-HR",2037,84.0833333333333
"SSP1 2050","CNRM-CM6-1-HR",2038,88.9583333333333
"SSP1 2050","CNRM-CM6-1-HR",2039,80.2916666666667
"SSP1 2050","CNRM-CM6-1-HR",2040,105.416666666667
"SSP1 2050","CNRM-CM6-1-HR",2041,103.541666666667
"SSP1 2050","CNRM-CM6-1-HR",2042,85.1666666666667
"SSP1 2050","CNRM-CM6-1-HR",2043,99.25
"SSP1 2050","CNRM-CM6-1-HR",2044,109.458333333333
"SSP1 2050","CNRM-CM6-1-HR",2045,92.0416666666667
"SSP1 2050","CNRM-CM6-1-HR",2046,70.125
"SSP1 2050","CNRM-CM6-1-HR",2047,108.291666666667
"SSP1 2050","CNRM-CM6-1-HR",2048,89.4166666666667
"SSP1 2050","CNRM-CM6-1-HR",2049,95.1666666666667
"SSP1 2050","CNRM-CM6-1-HR",2050,102.291666666667
"SSP1 2050","CNRM-CM6-1-HR",2051,88.3333333333333
"SSP1 2050","CNRM-CM6-1-HR",2052,100
"SSP1 2050","CNRM-CM6-1-HR",2053,99.0416666666667
"SSP1 2050","CNRM-CM6-1-HR",2054,101.291666666667
"SSP1 2050","CNRM-CM6-1-HR",2055,108.25
"SSP1 2050","CNRM-CM6-1-HR",2056,113.25
"SSP1 2050","CNRM-CM6-1-HR",2057,95.375
"SSP1 2050","CNRM-CM6-1-HR",2058,90.0833333333333
"SSP1 2050","CNRM-CM6-1-HR",2059,101.125
"SSP1 2050","CNRM-CM6-1-HR",2060,98.3333333333333
"SSP1 2050","CNRM-CM6-1-HR",2061,93.9583333333333
"SSP1 2050","CNRM-CM6-1-HR",2062,85.3333333333333
"SSP1 2050","CNRM-CM6-1-HR",2063,93.25
"SSP1 2050","CNRM-CM6-1-HR",2064,95.3333333333333
"SSP1 2050","CNRM-CM6-1-HR",2065,116.958333333333
"SSP1 2050","CNRM-CM6-1-HR",2066,115.25
"SSP1 2050","CNRM-CM6-1-HR",2067,109.416666666667
"SSP1 2050","CNRM-CM6-1-HR",2068,96.125
"SSP1 2050","CNRM-CM6-1-HR",2069,113.041666666667
"SSP1 2050","CNRM-CM6-1-HR",2070,95.2083333333333
"SSP1 2050","CNRM-CM6-1-HR",2071,72.1666666666667
"SSP1 2050","CNRM-CM6-1-HR",2072,96.875
"SSP1 2050","CNRM-CM6-1-HR",2073,108.083333333333
"SSP1 2050","CNRM-CM6-1-HR",2074,86
"SSP1 2050","CNRM-CM6-1-HR",2075,65.2916666666667
"SSP1 2050","CNRM-CM6-1-HR",2076,97.875
"SSP1 2050","CNRM-CM6-1-HR",2077,107.875
"SSP1 2050","CNRM-CM6-1-HR",2078,91.2916666666667
"SSP1 2050","CNRM-CM6-1-HR",2079,97.9166666666667
"SSP1 2050","CNRM-CM6-1-HR",2080,109.041666666667
"SSP1 2050","CNRM-CM6-1-HR",2081,114.083333333333
"SSP1 2050","CNRM-CM6-1-HR",2082,73.0833333333333
"SSP1 2050","CNRM-CM6-1-HR",2083,90.4583333333333
"SSP1 2050","CNRM-CM6-1-HR",2084,107.416666666667
"SSP1 2050","CNRM-CM6-1-HR",2085,91.625
"SSP1 2050","CNRM-CM6-1-HR",2086,81.2083333333333
"SSP1 2050","CNRM-CM6-1-HR",2087,78.0833333333333
"SSP1 2050","CNRM-CM6-1-HR",2088,104.375
"SSP1 2050","CNRM-CM6-1-HR",2089,103.458333333333
"SSP1 2050","CNRM-CM6-1-HR",2090,94.25
"SSP1 2050","CNRM-CM6-1-HR",2091,72.125
"SSP1 2050","CNRM-CM6-1-HR",2092,90.2083333333333
"SSP1 2050","CNRM-CM6-1-HR",2093,97.9166666666667
"SSP1 2050","CNRM-CM6-1-HR",2094,98.25
"SSP1 2050","CNRM-CM6-1-HR",2095,85
"SSP1 2050","CNRM-CM6-1-HR",2096,104.25
"SSP1 2050","CNRM-CM6-1-HR",2097,89.1666666666667
"SSP1 2050","CNRM-CM6-1-HR",2098,103.958333333333
"SSP1 2050","CNRM-CM6-1-HR",2099,102.208333333333
"SSP1 2050","CNRM-CM6-1-HR",2100,98.125
"SSP1 2050","CNRM-ESM2-1",2001,NA
"SSP1 2050","CNRM-ESM2-1",2002,102.916666666667
"SSP1 2050","CNRM-ESM2-1",2003,107.541666666667
"SSP1 2050","CNRM-ESM2-1",2004,112
"SSP1 2050","CNRM-ESM2-1",2005,115.875
"SSP1 2050","CNRM-ESM2-1",2006,109.083333333333
"SSP1 2050","CNRM-ESM2-1",2007,111.875
"SSP1 2050","CNRM-ESM2-1",2008,112.125
"SSP1 2050","CNRM-ESM2-1",2009,109.083333333333
"SSP1 2050","CNRM-ESM2-1",2010,109.333333333333
"SSP1 2050","CNRM-ESM2-1",2011,119.333333333333
"SSP1 2050","CNRM-ESM2-1",2012,97.25
"SSP1 2050","CNRM-ESM2-1",2013,121.166666666667
"SSP1 2050","CNRM-ESM2-1",2014,98.0833333333333
"SSP1 2050","CNRM-ESM2-1",2015,106.333333333333
"SSP1 2050","CNRM-ESM2-1",2016,109.125
"SSP1 2050","CNRM-ESM2-1",2017,110.458333333333
"SSP1 2050","CNRM-ESM2-1",2018,109.208333333333
"SSP1 2050","CNRM-ESM2-1",2019,97.2083333333333
"SSP1 2050","CNRM-ESM2-1",2020,121.166666666667
"SSP1 2050","CNRM-ESM2-1",2021,110.166666666667
"SSP1 2050","CNRM-ESM2-1",2022,118.208333333333
"SSP1 2050","CNRM-ESM2-1",2023,120.333333333333
"SSP1 2050","CNRM-ESM2-1",2024,113.166666666667
"SSP1 2050","CNRM-ESM2-1",2025,111.916666666667
"SSP1 2050","CNRM-ESM2-1",2026,117.375
"SSP1 2050","CNRM-ESM2-1",2027,105.166666666667
"SSP1 2050","CNRM-ESM2-1",2028,112.041666666667
"SSP1 2050","CNRM-ESM2-1",2029,126.375
"SSP1 2050","CNRM-ESM2-1",2030,106.208333333333
"SSP1 2050","CNRM-ESM2-1",2031,108.916666666667
"SSP1 2050","CNRM-ESM2-1",2032,112.041666666667
"SSP1 2050","CNRM-ESM2-1",2033,110.5
"SSP1 2050","CNRM-ESM2-1",2034,111.166666666667
"SSP1 2050","CNRM-ESM2-1",2035,106.375
"SSP1 2050","CNRM-ESM2-1",2036,116.041666666667
"SSP1 2050","CNRM-ESM2-1",2037,91.375
"SSP1 2050","CNRM-ESM2-1",2038,107.291666666667
"SSP1 2050","CNRM-ESM2-1",2039,98.25
"SSP1 2050","CNRM-ESM2-1",2040,111.333333333333
"SSP1 2050","CNRM-ESM2-1",2041,105.083333333333
"SSP1 2050","CNRM-ESM2-1",2042,103.125
"SSP1 2050","CNRM-ESM2-1",2043,114.166666666667
"SSP1 2050","CNRM-ESM2-1",2044,117.125
"SSP1 2050","CNRM-ESM2-1",2045,107.916666666667
"SSP1 2050","CNRM-ESM2-1",2046,100.041666666667
"SSP1 2050","CNRM-ESM2-1",2047,115.333333333333
"SSP1 2050","CNRM-ESM2-1",2048,98.125
"SSP1 2050","CNRM-ESM2-1",2049,100.041666666667
"SSP1 2050","CNRM-ESM2-1",2050,112.25
"SSP1 2050","CNRM-ESM2-1",2051,100.666666666667
"SSP1 2050","CNRM-ESM2-1",2052,106.166666666667
"SSP1 2050","CNRM-ESM2-1",2053,104.25
"SSP1 2050","CNRM-ESM2-1",2054,104.333333333333
"SSP1 2050","CNRM-ESM2-1",2055,113.125
"SSP1 2050","CNRM-ESM2-1",2056,120.25
"SSP1 2050","CNRM-ESM2-1",2057,106.958333333333
"SSP1 2050","CNRM-ESM2-1",2058,115.958333333333
"SSP1 2050","CNRM-ESM2-1",2059,107.125
"SSP1 2050","CNRM-ESM2-1",2060,114.083333333333
"SSP1 2050","CNRM-ESM2-1",2061,102.083333333333
"SSP1 2050","CNRM-ESM2-1",2062,107.083333333333
"SSP1 2050","CNRM-ESM2-1",2063,113.291666666667
"SSP1 2050","CNRM-ESM2-1",2064,99.3333333333333
