"Year","Month","Day","Tmax","Tmin","Data_source","Date"
1998,2,15,17.2,3.8,"observed",2000-02-15
1998,2,16,12.6,8.5,"observed",2000-02-16
1998,2,17,8.4,2.3,"observed",2000-02-17
1998,2,18,11.8,-0.3,"observed",2000-02-18
1998,2,19,10.3,3,"observed",2000-02-19
1998,2,20,15.5,3,"observed",2000-02-20
1998,2,21,14.4,5.7,"observed",2000-02-21
1998,2,22,11.4,5.5,"observed",2000-02-22
1998,2,23,10.5,3.4,"observed",2000-02-23
1998,2,24,12,7.3,"observed",2000-02-24
1998,2,25,10.5,7.3,"observed",2000-02-25
1998,2,26,13,5,"observed",2000-02-26
1998,2,27,9.1,6.6,"observed",2000-02-27
1998,2,28,8.9,1.3,"observed",2000-02-28
1998,3,1,6.8,1.1,"observed",2000-03-01
1998,3,2,10.1,3.3,"observed",2000-03-02
1998,3,3,13.8,7.7,"observed",2000-03-03
1998,3,4,17,6.4,"observed",2000-03-04
1998,3,5,7.8,2.8,"observed",2000-03-05
1998,3,6,10.9,5.6,"observed",2000-03-06
1998,3,7,12.3,7.2,"observed",2000-03-07
1998,3,8,8.4,0.2,"observed",2000-03-08
1998,3,9,5.1,-3.6,"observed",2000-03-09
1998,3,10,8.7,-2.6,"observed",2000-03-10
1998,3,11,6.8,2.1,"observed",2000-03-11
1998,3,12,6.6,0.8,"observed",2000-03-12
1998,3,13,7,-1.2,"observed",2000-03-13
1998,3,14,8.1,5.1,"observed",2000-03-14
1998,3,15,9,5.6,"observed",2000-03-15
1998,3,16,9.2,7,"observed",2000-03-16
1998,3,17,9.2,6.9,"observed",2000-03-17
1998,3,18,10.6,5.7,"observed",2000-03-18
1998,3,19,8.3,3,"observed",2000-03-19
1998,3,20,7.4,2.1,"observed",2000-03-20
1998,3,21,8.8,1.9,"observed",2000-03-21
1998,3,22,6.6,0,"observed",2000-03-22
1998,3,23,4.8,-0.9,"observed",2000-03-23
1998,3,24,9.4,-4,"observed",2000-03-24
1998,3,25,9.9,-3,"observed",2000-03-25
1998,3,26,11.8,-1.5,"observed",2000-03-26
1998,3,27,11.8,5.4,"observed",2000-03-27
1998,3,28,14.5,8,"observed",2000-03-28
1998,3,29,21.3,7.4,"observed",2000-03-29
1998,3,30,23.8,10.8,"observed",2000-03-30
1998,3,31,19.9,8.5,"observed",2000-03-31
1998,4,1,18.2,7.7,"observed",2000-04-01
1998,4,2,17.2,8.9,"observed",2000-04-02
1998,4,3,15.6,9.1,"observed",2000-04-03
1998,4,4,11.1,6.8,"observed",2000-04-04
1998,4,5,13.4,7.2,"observed",2000-04-05
1998,4,6,13.8,6.2,"observed",2000-04-06
1998,4,7,8.2,5.1,"observed",2000-04-07
1998,4,8,10.9,3.6,"observed",2000-04-08
1998,4,9,13.2,2.7,"observed",2000-04-09
1998,4,10,9.1,4.3,"observed",2000-04-10
1998,4,11,10.8,5.1,"observed",2000-04-11
1998,4,12,8.9,2,"observed",2000-04-12
1998,4,13,8.4,0.8,"observed",2000-04-13
1998,4,14,8.2,0.5,"observed",2000-04-14
1998,4,15,9.8,1.4,"observed",2000-04-15
1998,4,16,10,3.2,"observed",2000-04-16
1998,4,17,10.7,1.5,"observed",2000-04-17
1998,4,18,14.1,-0.4,"observed",2000-04-18
1998,4,19,10.9,5.6,"observed",2000-04-19
1998,4,20,11.8,4.9,"observed",2000-04-20
1998,4,21,15.2,6.5,"observed",2000-04-21
1998,4,22,20.1,8,"observed",2000-04-22
1998,4,23,22.9,8.1,"observed",2000-04-23
1998,4,24,15.2,10.3,"observed",2000-04-24
1998,4,25,16.1,11.7,"observed",2000-04-25
1998,4,26,15.6,9,"observed",2000-04-26
1998,4,27,11.5,7.7,"observed",2000-04-27
1998,4,28,13,7.4,"observed",2000-04-28
1998,4,29,16.9,4,"observed",2000-04-29
1998,4,30,20.3,9.4,"observed",2000-04-30
1998,5,1,11.6,10.2,"observed",2000-05-01
1998,5,2,13.8,9.5,"observed",2000-05-02
1998,5,3,11.5,7.1,"observed",2000-05-03
1998,5,4,11.8,5.6,"observed",2000-05-04
1998,5,5,15.4,5,"observed",2000-05-05
1998,5,6,14.2,9.3,"observed",2000-05-06
1998,5,7,16.1,9.6,"observed",2000-05-07
1998,5,8,24.2,7.4,"observed",2000-05-08
1998,5,9,24.7,12.1,"observed",2000-05-09
1998,5,10,28,10.8,"observed",2000-05-10
1998,5,11,29.5,12.9,"observed",2000-05-11
1998,5,12,30.4,12.2,"observed",2000-05-12
1998,5,13,30.2,14.2,"observed",2000-05-13
1998,5,14,25.3,12.4,"observed",2000-05-14
1998,5,15,24.6,6.5,"observed",2000-05-15
1998,5,16,21.1,6.6,"observed",2000-05-16
1998,5,17,22.2,5.2,"observed",2000-05-17
1998,5,18,22.8,7.4,"observed",2000-05-18
1998,5,19,23.7,7.4,"observed",2000-05-19
1998,5,20,22.1,8.1,"observed",2000-05-20
1998,5,21,15.1,9.6,"observed",2000-05-21
1998,5,22,12.1,5.9,"observed",2000-05-22
1998,5,23,15.3,7,"observed",2000-05-23
1998,5,24,14.8,9.6,"observed",2000-05-24
1998,5,25,18.5,9.8,"observed",2000-05-25
1998,5,26,17.9,10.7,"observed",2000-05-26
1998,5,27,18.6,10.7,"observed",2000-05-27
1998,5,28,22.5,12.6,"observed",2000-05-28
1998,5,29,19.2,12.8,"observed",2000-05-29
1998,5,30,19,10.2,"observed",2000-05-30
1998,5,31,21.9,9.9,"observed",2000-05-31
1998,6,1,20.4,10.6,"observed",2000-06-01
1998,6,2,23,12.3,"observed",2000-06-02
1998,6,3,20.8,13.1,"observed",2000-06-03
1998,6,4,22.2,10.1,"observed",2000-06-04
1998,6,5,27,8.9,"observed",2000-06-05
1998,6,6,27,15.9,"observed",2000-06-06
1998,6,7,19.8,13.2,"observed",2000-06-07
1998,6,8,19.9,12,"observed",2000-06-08
1998,6,9,21.7,14.2,"observed",2000-06-09
1998,6,10,20.7,12.3,"observed",2000-06-10
1998,6,11,18.7,11.4,"observed",2000-06-11
1998,6,12,12.7,7,"observed",2000-06-12
1998,6,13,16.7,4.4,"observed",2000-06-13
1998,6,14,17.3,10,"observed",2000-06-14
1998,6,15,18,10.8,"observed",2000-06-15
1998,6,16,17.9,12.3,"observed",2000-06-16
1998,6,17,18.1,11.4,"observed",2000-06-17
1998,6,18,17.2,11.2,"observed",2000-06-18
1998,6,19,23.7,14.2,"observed",2000-06-19
1998,6,20,27.8,13.1,"observed",2000-06-20
1998,6,21,32.3,15.7,"observed",2000-06-21
1998,6,22,21.3,13.7,"observed",2000-06-22
1998,6,23,22,11.9,"observed",2000-06-23
1998,6,24,24.2,14.6,"observed",2000-06-24
1998,6,25,27.4,13.9,"observed",2000-06-25
1998,6,26,22.9,11.7,"observed",2000-06-26
1998,6,27,22.4,12.2,"observed",2000-06-27
1998,6,28,20.5,10.5,"observed",2000-06-28
1998,6,29,19.8,13,"observed",2000-06-29
1998,6,30,17.8,13.3,"observed",2000-06-30
1998,7,1,20.6,10.8,"observed",2000-07-01
1998,7,2,20.7,9.1,"observed",2000-07-02
1998,7,3,16.8,10.6,"observed",2000-07-03
1998,7,4,20.6,11.5,"observed",2000-07-04
1998,7,5,20.8,13.9,"observed",2000-07-05
1998,7,6,17.2,13.9,"observed",2000-07-06
1998,7,7,16,9.8,"observed",2000-07-07
1998,7,8,14.6,9.1,"observed",2000-07-08
1998,7,9,17.3,10.5,"observed",2000-07-09
1998,7,10,20.7,14.8,"observed",2000-07-10
1998,7,11,20.4,13.1,"observed",2000-07-11
1998,7,12,21.2,12.9,"observed",2000-07-12
1998,7,13,18.7,10.5,"observed",2000-07-13
1998,7,14,18.2,9.9,"observed",2000-07-14
1998,7,15,17.7,9.3,"observed",2000-07-15
1998,7,16,17.2,10.9,"observed",2000-07-16
1998,7,17,21.4,9.3,"observed",2000-07-17
1998,7,18,19.5,11.6,"observed",2000-07-18
1998,7,19,25.1,9.3,"observed",2000-07-19
1998,7,20,32.3,14.2,"observed",2000-07-20
1998,7,21,27.4,16.6,"observed",2000-07-21
1998,7,22,25.8,13.2,"observed",2000-07-22
1998,7,23,24.1,13.4,"observed",2000-07-23
1998,7,24,23.2,11.8,"observed",2000-07-24
1998,7,25,22.4,10.8,"observed",2000-07-25
1998,7,26,25.1,7.7,"observed",2000-07-26
1998,7,27,26.1,13.4,"observed",2000-07-27
1998,7,28,20.1,15.2,"observed",2000-07-28
1998,7,29,19.3,14.6,"observed",2000-07-29
1998,7,30,20.6,13.2,"observed",2000-07-30
1998,7,31,21.7,11.1,"observed",2000-07-31
1998,8,1,22.6,9.5,"observed",2000-08-01
1998,8,2,19.8,13.9,"observed",2000-08-02
1998,8,3,23.9,14.6,"observed",2000-08-03
1998,8,4,20.1,11.9,"observed",2000-08-04
1998,8,5,23.2,9.5,"observed",2000-08-05
1998,8,6,27.4,10.6,"observed",2000-08-06
1998,8,7,30.6,10.8,"observed",2000-08-07
1998,8,8,33.3,14.4,"observed",2000-08-08
1998,8,9,28.1,14.6,"observed",2000-08-09
1998,8,10,32.6,14.8,"observed",2000-08-10
1998,8,11,35.5,16.9,"observed",2000-08-11
1998,8,12,30,17.1,"observed",2000-08-12
1998,8,13,21.3,12.2,"observed",2000-08-13
1998,8,14,24.3,10.1,"observed",2000-08-14
1998,8,15,28.2,13.4,"observed",2000-08-15
1998,8,16,24.9,12.3,"observed",2000-08-16
1998,8,17,28.8,8.9,"observed",2000-08-17
1998,8,18,25.7,9.6,"observed",2000-08-18
1998,8,19,24.3,11.9,"observed",2000-08-19
1998,8,20,24.8,10.1,"observed",2000-08-20
1998,8,21,19.3,13.2,"observed",2000-08-21
1998,8,22,18.9,10.9,"observed",2000-08-22
1998,8,23,18.3,10.3,"observed",2000-08-23
1998,8,24,16.7,11.1,"observed",2000-08-24
1998,8,25,18.5,8.9,"observed",2000-08-25
1998,8,26,19.3,10.7,"observed",2000-08-26
1998,8,27,15.6,9.3,"observed",2000-08-27
1998,8,28,14.9,9.5,"observed",2000-08-28
1998,8,29,15.5,7,"observed",2000-08-29
1998,8,30,16.1,9.7,"observed",2000-08-30
1998,8,31,21,10.6,"observed",2000-08-31
1998,9,1,17.4,9.6,"observed",2000-09-01
1998,9,2,18.7,13.2,"observed",2000-09-02
1998,9,3,20.6,16.1,"observed",2000-09-03
1998,9,4,19.7,14.9,"observed",2000-09-04
1998,9,5,20,13.9,"observed",2000-09-05
1998,9,6,18.3,13.8,"observed",2000-09-06
1998,9,7,20.2,12.1,"observed",2000-09-07
1998,9,8,19.8,14.5,"observed",2000-09-08
1998,9,9,22.4,14.8,"observed",2000-09-09
1998,9,10,21.7,15.9,"observed",2000-09-10
1998,9,11,19.2,13.1,"observed",2000-09-11
1998,9,12,13.7,7.6,"observed",2000-09-12
1998,9,13,12.7,5.9,"observed",2000-09-13
1998,9,14,11.8,7.3,"observed",2000-09-14
1998,9,15,15.5,10.8,"observed",2000-09-15
1998,9,16,15.1,9.6,"observed",2000-09-16
1998,9,17,13.6,9.6,"observed",2000-09-17
1998,9,18,16.8,9.7,"observed",2000-09-18
1998,9,19,19.2,10,"observed",2000-09-19
1998,9,20,20.3,10.1,"observed",2000-09-20
1998,9,21,19.8,5.9,"observed",2000-09-21
1998,9,22,17.6,6.1,"observed",2000-09-22
1998,9,23,18.9,5.8,"observed",2000-09-23
1998,9,24,20.2,8.2,"observed",2000-09-24
1998,9,25,21.7,10.9,"observed",2000-09-25
1998,9,26,21.7,12.8,"observed",2000-09-26
1998,9,27,17.8,13.6,"observed",2000-09-27
1998,9,28,15.9,12.9,"observed",2000-09-28
1998,9,29,18.7,11.2,"observed",2000-09-29
1998,9,30,13.8,10.6,"observed",2000-09-30
1998,10,1,17.6,10.3,"observed",2000-10-01
1998,10,2,11.5,4.4,"observed",2000-10-02
1998,10,3,6.9,4.3,"observed",2000-10-03
1998,10,4,9,5.1,"observed",2000-10-04
1998,10,5,11,5.9,"observed",2000-10-05
1998,10,6,9.5,6.6,"observed",2000-10-06
1998,10,7,12,6.4,"observed",2000-10-07
1998,10,8,11.1,5.2,"observed",2000-10-08
1998,10,9,14.5,2.3,"observed",2000-10-09
1998,10,10,12.3,9.3,"observed",2000-10-10
1998,10,11,12.7,10.2,"observed",2000-10-11
1998,10,12,12.3,8.6,"observed",2000-10-12
1998,10,13,13.3,7.5,"observed",2000-10-13
1998,10,14,17.6,11.3,"observed",2000-10-14
1998,10,15,15.1,7,"observed",2000-10-15
1998,10,16,15.8,3.8,"observed",2000-10-16
1998,10,17,17.6,9.6,"observed",2000-10-17
1998,10,18,12,5.1,"observed",2000-10-18
1998,10,19,12,0.8,"observed",2000-10-19
1998,10,20,10.3,5,"observed",2000-10-20
1998,10,21,13.8,6.8,"observed",2000-10-21
1998,10,22,14.5,11.6,"observed",2000-10-22
1998,10,23,18.1,11.4,"observed",2000-10-23
1998,10,24,13.9,8.2,"observed",2000-10-24
1998,10,25,13.7,5.5,"observed",2000-10-25
1998,10,26,8.9,5.4,"observed",2000-10-26
1998,10,27,13.2,5.3,"observed",2000-10-27
1998,10,28,17.4,10.8,"observed",2000-10-28
1998,10,29,11.4,3.9,"observed",2000-10-29
1998,10,30,9.7,4.7,"observed",2000-10-30
1998,10,31,9.7,4.1,"observed",2000-10-31
1998,11,1,11.1,4.2,"observed",2000-11-01
1998,11,2,8.3,3.4,"observed",2000-11-02
1998,11,3,11.3,6.6,"observed",2000-11-03
1998,11,4,8.3,2.6,"observed",2000-11-04
1998,11,5,8.7,1,"observed",2000-11-05
1998,11,6,10.7,2.3,"observed",2000-11-06
1998,11,7,6.8,-0.4,"observed",2000-11-07
1998,11,8,10.8,1.8,"observed",2000-11-08
1998,11,9,14.6,9.9,"observed",2000-11-09
1998,11,10,13.6,6.2,"observed",2000-11-10
1998,11,11,8.4,0.9,"observed",2000-11-11
1998,11,12,5,-0.9,"observed",2000-11-12
1998,11,13,8.2,4,"observed",2000-11-13
1998,11,14,5.1,1.3,"observed",2000-11-14
1998,11,15,5.2,2.9,"observed",2000-11-15
1998,11,16,4.9,1.5,"observed",2000-11-16
1998,11,17,3.3,-0.9,"observed",2000-11-17
1998,11,18,5.2,-0.5,"observed",2000-11-18
1998,11,19,2.4,-3.6,"observed",2000-11-19
1998,11,20,1.7,-5.7,"observed",2000-11-20
1998,11,21,1.5,-7.5,"observed",2000-11-21
1998,11,22,-2.4,-7.6,"observed",2000-11-22
1998,11,23,-0.6,-9.2,"observed",2000-11-23
1998,11,24,1.3,-5.5,"observed",2000-11-24
1998,11,25,1,-3.5,"observed",2000-11-25
1998,11,26,3.9,-4.8,"observed",2000-11-26
1998,11,27,6.6,2.8,"observed",2000-11-27
1998,11,28,5.7,0.6,"observed",2000-11-28
1998,11,29,1.5,0.2,"observed",2000-11-29
1998,11,30,1.1,-0.1,"observed",2000-11-30
1998,12,1,1.5,-6.6,"observed",2000-12-01
1998,12,2,-1.6,-4,"observed",2000-12-02
1998,12,3,-0.3,-4.4,"observed",2000-12-03
1998,12,4,1.6,-2.3,"observed",2000-12-04
1998,12,5,1.7,-0.5,"observed",2000-12-05
1998,12,6,1.4,-1,"observed",2000-12-06
1998,12,7,1.6,-0.1,"observed",2000-12-07
1998,12,8,3,-3.6,"observed",2000-12-08
1998,12,9,1.5,-2.2,"observed",2000-12-09
1998,12,10,1.2,0.2,"observed",2000-12-10
1998,12,11,6.4,0.5,"observed",2000-12-11
1998,12,12,11.2,2.7,"observed",2000-12-12
1998,12,13,13.1,7,"observed",2000-12-13
1998,12,14,11.5,6.4,"observed",2000-12-14
1998,12,15,13,6.6,"observed",2000-12-15
1998,12,16,9.8,3.3,"observed",2000-12-16
1998,12,17,8.1,1.4,"observed",2000-12-17
1998,12,18,9.4,2.3,"observed",2000-12-18
1998,12,19,8.1,4.4,"observed",2000-12-19
1998,12,20,4.9,0.1,"observed",2000-12-20
1998,12,21,2.7,0.2,"observed",2000-12-21
1998,12,22,3.9,1.3,"observed",2000-12-22
1998,12,23,5.6,0.6,"observed",2000-12-23
1998,12,24,3.2,0.8,"observed",2000-12-24
1998,12,25,7.3,1.8,"observed",2000-12-25
1998,12,26,9.7,6.2,"observed",2000-12-26
1998,12,27,11.7,7,"observed",2000-12-27
1998,12,28,11.3,4.8,"observed",2000-12-28
1998,12,29,5.2,0,"observed",2000-12-29
1998,12,30,10.5,1.9,"observed",2000-12-30
1998,12,31,4.4,1,"observed",2000-12-31
1999,1,1,3.5,0.5,"observed",2000-01-01
1999,1,2,9.5,0.7,"observed",2000-01-02
1999,1,3,8.3,3.3,"observed",2000-01-03
1999,1,4,13.6,5.8,"observed",2000-01-04
1999,1,5,15.7,10.5,"observed",2000-01-05
1999,1,6,15.2,7.9,"observed",2000-01-06
1999,1,7,11.1,3.7,"observed",2000-01-07
1999,1,8,7.1,3.4,"observed",2000-01-08
1999,1,9,4.3,-0.1,"observed",2000-01-09
1999,1,10,1.2,-1.2,"observed",2000-01-10
1999,1,11,-1.2,-2.6,"observed",2000-01-11
1999,1,12,0.7,-3.4,"observed",2000-01-12
1999,1,13,4.5,-1.9,"observed",2000-01-13
1999,1,14,6.1,2.8,"observed",2000-01-14
1999,1,15,8.3,4.7,"observed",2000-01-15
1999,1,16,11.3,6.6,"observed",2000-01-16
1999,1,17,8.7,2.8,"observed",2000-01-17
1999,1,18,9.8,0.9,"observed",2000-01-18
1999,1,19,9.7,2.7,"observed",2000-01-19
1999,1,20,12.3,3.3,"observed",2000-01-20
1999,1,21,8.5,2,"observed",2000-01-21
1999,1,22,7.7,2.1,"observed",2000-01-22
1999,1,23,8.1,-0.4,"observed",2000-01-23
1999,1,24,7.3,1.4,"observed",2000-01-24
1999,1,25,13,7.2,"observed",2000-01-25
1999,1,26,7.1,3.1,"observed",2000-01-26
1999,1,27,5.8,1.4,"observed",2000-01-27
1999,1,28,5.4,2.1,"observed",2000-01-28
1999,1,29,2.7,-4.3,"observed",2000-01-29
1999,1,30,0.3,-5.5,"observed",2000-01-30
1999,1,31,2.9,-2.6,"observed",2000-01-31
1999,2,1,4.4,-0.6,"observed",2000-02-01
1999,2,2,4.6,4,"observed",2000-02-02
1999,2,3,7.8,2.6,"observed",2000-02-03
1999,2,4,10,7.1,"observed",2000-02-04
1999,2,5,9.7,-1.5,"observed",2000-02-05
1999,2,6,3.8,1.2,"observed",2000-02-06
1999,2,7,3.8,-0.9,"observed",2000-02-07
1999,2,8,1.6,-2.1,"observed",2000-02-08
1999,2,9,-0.7,-4.7,"observed",2000-02-09
1999,2,10,1.9,-4,"observed",2000-02-10
1999,2,11,0.8,-7.3,"observed",2000-02-11
1999,2,12,0.8,-11.6,"observed",2000-02-12
1999,2,13,-1.4,-14.7,"observed",2000-02-13
1999,2,14,-0.7,-7.5,"observed",2000-02-14
1999,2,15,2.4,-4.1,"observed",2000-02-15
1999,2,16,6.4,1.6,"observed",2000-02-16
1999,2,17,4.3,-0.6,"observed",2000-02-17
1999,2,18,5.6,0.1,"observed",2000-02-18
1999,2,19,10.2,5.6,"observed",2000-02-19
1999,2,20,9.6,3.6,"observed",2000-02-20
1999,2,21,7.5,2.6,"observed",2000-02-21
1999,2,22,4.3,0.3,"observed",2000-02-22
1999,2,23,3.6,0.7,"observed",2000-02-23
1999,2,24,4.5,0.3,"observed",2000-02-24
1999,2,25,6.6,-1.3,"observed",2000-02-25
1999,2,26,11.1,3.6,"observed",2000-02-26
1999,2,27,8.1,1.4,"observed",2000-02-27
1999,2,28,9.6,3.1,"observed",2000-02-28
1999,3,1,11.3,6.4,"observed",2000-03-01
1999,3,2,13.8,10.1,"observed",2000-03-02
1999,3,3,12.3,7.5,"observed",2000-03-03
1999,3,4,8.2,4,"observed",2000-03-04
1999,3,5,7.7,2.1,"observed",2000-03-05
1999,3,6,6.9,2.1,"observed",2000-03-06
1999,3,7,6.5,1.1,"observed",2000-03-07
1999,3,8,7.6,3.2,"observed",2000-03-08
1999,3,9,8.1,2.8,"observed",2000-03-09
1999,3,10,6.6,1.1,"observed",2000-03-10
1999,3,11,9.7,1,"observed",2000-03-11
1999,3,12,15.2,2.1,"observed",2000-03-12
1999,3,13,18.7,7.5,"observed",2000-03-13
1999,3,14,11.2,4.5,"observed",2000-03-14
1999,3,15,12.3,0.6,"observed",2000-03-15
1999,3,16,12.3,-1,"observed",2000-03-16
1999,3,17,10.8,1.5,"observed",2000-03-17
1999,3,18,12.8,-1.1,"observed",2000-03-18
1999,3,19,7.6,2.1,"observed",2000-03-19
1999,3,20,7.5,1.9,"observed",2000-03-20
1999,3,21,7.6,4.7,"observed",2000-03-21
1999,3,22,5.7,2.2,"observed",2000-03-22
1999,3,23,8.9,2,"observed",2000-03-23
1999,3,24,13.1,6.1,"observed",2000-03-24
1999,3,25,16.2,6,"observed",2000-03-25
1999,3,26,13.3,8.2,"observed",2000-03-26
1999,3,27,9.6,5.6,"observed",2000-03-27
1999,3,28,10,1.5,"observed",2000-03-28
1999,3,29,14.7,0.3,"observed",2000-03-29
1999,3,30,17.7,5.1,"observed",2000-03-30
1999,3,31,17.2,4.6,"observed",2000-03-31
1999,4,1,17.9,4.7,"observed",2000-04-01
1999,4,2,20,5.8,"observed",2000-04-02
1999,4,3,18.6,5.8,"observed",2000-04-03
1999,4,4,14.1,8.1,"observed",2000-04-04
1999,4,5,15.3,5.6,"observed",2000-04-05
1999,4,6,20.6,11,"observed",2000-04-06
1999,4,7,11.2,7.4,"observed",2000-04-07
1999,4,8,10.4,6.8,"observed",2000-04-08
1999,4,9,17.5,1.5,"observed",2000-04-09
1999,4,10,16.1,5.6,"observed",2000-04-10
1999,4,11,12.2,6.6,"observed",2000-04-11
1999,4,12,11.9,4.1,"observed",2000-04-12
1999,4,13,8.2,2.5,"observed",2000-04-13
1999,4,14,5.3,0.4,"observed",2000-04-14
1999,4,15,6.7,0.6,"observed",2000-04-15
1999,4,16,10.3,0.6,"observed",2000-04-16
1999,4,17,11.3,-1,"observed",2000-04-17
1999,4,18,9.7,2.1,"observed",2000-04-18
1999,4,19,10.5,2.1,"observed",2000-04-19
1999,4,20,13.7,0.1,"observed",2000-04-20
1999,4,21,17.1,8.8,"observed",2000-04-21
1999,4,22,15.3,8.6,"observed",2000-04-22
1999,4,23,17.5,7.8,"observed",2000-04-23
1999,4,24,12.4,7.8,"observed",2000-04-24
1999,4,25,16.9,5.9,"observed",2000-04-25
1999,4,26,21.1,7.6,"observed",2000-04-26
1999,4,27,16.8,6.4,"observed",2000-04-27
1999,4,28,19.1,8.2,"observed",2000-04-28
1999,4,29,17.5,7.2,"observed",2000-04-29
1999,4,30,21.3,3.9,"observed",2000-04-30
1999,5,1,20.4,6.2,"observed",2000-05-01
1999,5,2,20,5.9,"observed",2000-05-02
1999,5,3,21.7,4.4,"observed",2000-05-03
1999,5,4,17.4,6.7,"observed",2000-05-04
1999,5,5,14.9,10,"observed",2000-05-05
1999,5,6,13.1,9.8,"observed",2000-05-06
1999,5,7,21.6,9.7,"observed",2000-05-07
1999,5,8,19,11.9,"observed",2000-05-08
1999,5,9,20.8,10.2,"observed",2000-05-09
1999,5,10,21,8.4,"observed",2000-05-10
1999,5,11,17.2,10.3,"observed",2000-05-11
1999,5,12,17.7,10,"observed",2000-05-12
1999,5,13,17,8.9,"observed",2000-05-13
1999,5,14,17.4,9.2,"observed",2000-05-14
1999,5,15,14.7,6.3,"observed",2000-05-15
1999,5,16,13.2,2.5,"observed",2000-05-16
1999,5,17,18.2,8.1,"observed",2000-05-17
1999,5,18,20.8,10.2,"observed",2000-05-18
1999,5,19,18.5,8.2,"observed",2000-05-19
1999,5,20,18.6,10.3,"observed",2000-05-20
1999,5,21,20.6,11.7,"observed",2000-05-21
1999,5,22,15.5,8.1,"observed",2000-05-22
1999,5,23,20.1,5.7,"observed",2000-05-23
1999,5,24,19.3,8.3,"observed",2000-05-24
1999,5,25,19.5,9.7,"observed",2000-05-25
1999,5,26,24.4,5.5,"observed",2000-05-26
1999,5,27,27.6,7.2,"observed",2000-05-27
1999,5,28,22.6,13.7,"observed",2000-05-28
1999,5,29,27.9,11.4,"observed",2000-05-29
1999,5,30,28.1,16,"observed",2000-05-30
1999,5,31,18.6,10.2,"observed",2000-05-31
1999,6,1,24.8,8.1,"observed",2000-06-01
1999,6,2,27.8,13,"observed",2000-06-02
1999,6,3,22.7,13.4,"observed",2000-06-03
1999,6,4,17.7,11.2,"observed",2000-06-04
1999,6,5,15.8,9.9,"observed",2000-06-05
1999,6,6,17.9,10.3,"observed",2000-06-06
1999,6,7,18.7,7.5,"observed",2000-06-07
1999,6,8,17.4,10.3,"observed",2000-06-08
1999,6,9,19.1,9.8,"observed",2000-06-09
1999,6,10,19.2,8.3,"observed",2000-06-10
1999,6,11,15.1,9.9,"observed",2000-06-11
1999,6,12,20.4,9.3,"observed",2000-06-12
1999,6,13,20.2,11.6,"observed",2000-06-13
1999,6,14,24.5,12.2,"observed",2000-06-14
1999,6,15,24.1,9.9,"observed",2000-06-15
1999,6,16,24.7,10.4,"observed",2000-06-16
1999,6,17,26.1,13.2,"observed",2000-06-17
1999,6,18,17.8,9.5,"observed",2000-06-18
1999,6,19,22.1,7,"observed",2000-06-19
1999,6,20,19.5,9.6,"observed",2000-06-20
1999,6,21,15.8,8.2,"observed",2000-06-21
1999,6,22,18.3,8.3,"observed",2000-06-22
1999,6,23,19.9,5.9,"observed",2000-06-23
1999,6,24,21.3,6.6,"observed",2000-06-24
