"species","cultivar","location","repetition","split","year","pheno","measurement_type"
"Almond","Malaguena","Sfax",5,"Calibration",2015,32,"flowering_f50"
"Almond","Malaguena","Santomera",5,"Validation",1997,43,"flowering_f50"
"Almond","Malaguena","Sfax",5,"Validation",1982,48,"flowering_f50"
"Almond","Malaguena","Sfax",5,"Validation",1991,52,"flowering_f50"
"Almond","Malaguena","Sfax",5,"Validation",2004,46,"flowering_f50"
"Almond","Malaguena","Sfax",5,"Validation",2006,49,"flowering_f50"
"Almond","Malaguena","Sfax",5,"Validation",2013,71,"flowering_f50"
"Almond","Malaguena","Sfax",5,"Validation",2014,29,"flowering_f50"
"Almond","Malaguena","Santomera",6,"Calibration",1998,45,"flowering_f50"
"Almond","Malaguena","Sfax",6,"Calibration",1981,48,"flowering_f50"
"Almond","Malaguena","Sfax",6,"Calibration",1982,48,"flowering_f50"
"Almond","Malaguena","Sfax",6,"Calibration",1986,45,"flowering_f50"
"Almond","Malaguena","Sfax",6,"Calibration",1987,52,"flowering_f50"
"Almond","Malaguena","Sfax",6,"Calibration",1991,52,"flowering_f50"
"Almond","Malaguena","Sfax",6,"Calibration",1992,45,"flowering_f50"
"Almond","Malaguena","Sfax",6,"Calibration",1993,67,"flowering_f50"
"Almond","Malaguena","Sfax",6,"Calibration",1998,56,"flowering_f50"
"Almond","Malaguena","Sfax",6,"Calibration",1999,50,"flowering_f50"
"Almond","Malaguena","Sfax",6,"Calibration",2001,54,"flowering_f50"
"Almond","Malaguena","Sfax",6,"Calibration",2002,53,"flowering_f50"
"Almond","Malaguena","Sfax",6,"Calibration",2003,55,"flowering_f50"
"Almond","Malaguena","Sfax",6,"Calibration",2004,46,"flowering_f50"
"Almond","Malaguena","Sfax",6,"Calibration",2005,62,"flowering_f50"
"Almond","Malaguena","Sfax",6,"Calibration",2008,44,"flowering_f50"
"Almond","Malaguena","Sfax",6,"Calibration",2012,75,"flowering_f50"
"Almond","Malaguena","Santomera",6,"Validation",1997,43,"flowering_f50"
"Almond","Malaguena","Sfax",6,"Validation",1995,54,"flowering_f50"
"Almond","Malaguena","Sfax",6,"Validation",1996,50,"flowering_f50"
"Almond","Malaguena","Sfax",6,"Validation",2006,49,"flowering_f50"
"Almond","Malaguena","Sfax",6,"Validation",2013,71,"flowering_f50"
"Almond","Malaguena","Sfax",6,"Validation",2014,29,"flowering_f50"
"Almond","Malaguena","Sfax",6,"Validation",2015,32,"flowering_f50"
"Almond","Malaguena","Santomera",7,"Calibration",1997,43,"flowering_f50"
"Almond","Malaguena","Sfax",7,"Calibration",1981,48,"flowering_f50"
"Almond","Malaguena","Sfax",7,"Calibration",1987,52,"flowering_f50"
"Almond","Malaguena","Sfax",7,"Calibration",1992,45,"flowering_f50"
"Almond","Malaguena","Sfax",7,"Calibration",1993,67,"flowering_f50"
"Almond","Malaguena","Sfax",7,"Calibration",1995,54,"flowering_f50"
"Almond","Malaguena","Sfax",7,"Calibration",1996,50,"flowering_f50"
"Almond","Malaguena","Sfax",7,"Calibration",1998,56,"flowering_f50"
"Almond","Malaguena","Sfax",7,"Calibration",1999,50,"flowering_f50"
"Almond","Malaguena","Sfax",7,"Calibration",2002,53,"flowering_f50"
"Almond","Malaguena","Sfax",7,"Calibration",2003,55,"flowering_f50"
"Almond","Malaguena","Sfax",7,"Calibration",2005,62,"flowering_f50"
"Almond","Malaguena","Sfax",7,"Calibration",2006,49,"flowering_f50"
"Almond","Malaguena","Sfax",7,"Calibration",2008,44,"flowering_f50"
"Almond","Malaguena","Sfax",7,"Calibration",2012,75,"flowering_f50"
"Almond","Malaguena","Sfax",7,"Calibration",2013,71,"flowering_f50"
"Almond","Malaguena","Sfax",7,"Calibration",2015,32,"flowering_f50"
"Almond","Malaguena","Santomera",7,"Validation",1998,45,"flowering_f50"
"Almond","Malaguena","Sfax",7,"Validation",1982,48,"flowering_f50"
"Almond","Malaguena","Sfax",7,"Validation",1986,45,"flowering_f50"
"Almond","Malaguena","Sfax",7,"Validation",1991,52,"flowering_f50"
"Almond","Malaguena","Sfax",7,"Validation",2001,54,"flowering_f50"
"Almond","Malaguena","Sfax",7,"Validation",2004,46,"flowering_f50"
"Almond","Malaguena","Sfax",7,"Validation",2014,29,"flowering_f50"
"Almond","Malaguena","Santomera",8,"Calibration",1998,45,"flowering_f50"
"Almond","Malaguena","Sfax",8,"Calibration",1981,48,"flowering_f50"
"Almond","Malaguena","Sfax",8,"Calibration",1982,48,"flowering_f50"
"Almond","Malaguena","Sfax",8,"Calibration",1987,52,"flowering_f50"
"Almond","Malaguena","Sfax",8,"Calibration",1992,45,"flowering_f50"
"Almond","Malaguena","Sfax",8,"Calibration",1993,67,"flowering_f50"
"Almond","Malaguena","Sfax",8,"Calibration",1995,54,"flowering_f50"
"Almond","Malaguena","Sfax",8,"Calibration",1996,50,"flowering_f50"
"Almond","Malaguena","Sfax",8,"Calibration",1998,56,"flowering_f50"
"Almond","Malaguena","Sfax",8,"Calibration",2001,54,"flowering_f50"
"Almond","Malaguena","Sfax",8,"Calibration",2002,53,"flowering_f50"
"Almond","Malaguena","Sfax",8,"Calibration",2003,55,"flowering_f50"
"Almond","Malaguena","Sfax",8,"Calibration",2004,46,"flowering_f50"
"Almond","Malaguena","Sfax",8,"Calibration",2005,62,"flowering_f50"
"Almond","Malaguena","Sfax",8,"Calibration",2012,75,"flowering_f50"
"Almond","Malaguena","Sfax",8,"Calibration",2013,71,"flowering_f50"
"Almond","Malaguena","Sfax",8,"Calibration",2014,29,"flowering_f50"
"Almond","Malaguena","Santomera",8,"Validation",1997,43,"flowering_f50"
"Almond","Malaguena","Sfax",8,"Validation",1986,45,"flowering_f50"
"Almond","Malaguena","Sfax",8,"Validation",1991,52,"flowering_f50"
"Almond","Malaguena","Sfax",8,"Validation",1999,50,"flowering_f50"
"Almond","Malaguena","Sfax",8,"Validation",2006,49,"flowering_f50"
"Almond","Malaguena","Sfax",8,"Validation",2008,44,"flowering_f50"
"Almond","Malaguena","Sfax",8,"Validation",2015,32,"flowering_f50"
"Almond","Malaguena","Santomera",9,"Calibration",1998,45,"flowering_f50"
"Almond","Malaguena","Sfax",9,"Calibration",1981,48,"flowering_f50"
"Almond","Malaguena","Sfax",9,"Calibration",1986,45,"flowering_f50"
"Almond","Malaguena","Sfax",9,"Calibration",1991,52,"flowering_f50"
"Almond","Malaguena","Sfax",9,"Calibration",1992,45,"flowering_f50"
"Almond","Malaguena","Sfax",9,"Calibration",1995,54,"flowering_f50"
"Almond","Malaguena","Sfax",9,"Calibration",1996,50,"flowering_f50"
"Almond","Malaguena","Sfax",9,"Calibration",1998,56,"flowering_f50"
"Almond","Malaguena","Sfax",9,"Calibration",1999,50,"flowering_f50"
"Almond","Malaguena","Sfax",9,"Calibration",2002,53,"flowering_f50"
"Almond","Malaguena","Sfax",9,"Calibration",2004,46,"flowering_f50"
"Almond","Malaguena","Sfax",9,"Calibration",2006,49,"flowering_f50"
"Almond","Malaguena","Sfax",9,"Calibration",2008,44,"flowering_f50"
"Almond","Malaguena","Sfax",9,"Calibration",2012,75,"flowering_f50"
"Almond","Malaguena","Sfax",9,"Calibration",2013,71,"flowering_f50"
"Almond","Malaguena","Sfax",9,"Calibration",2014,29,"flowering_f50"
"Almond","Malaguena","Sfax",9,"Calibration",2015,32,"flowering_f50"
"Almond","Malaguena","Santomera",9,"Validation",1997,43,"flowering_f50"
"Almond","Malaguena","Sfax",9,"Validation",1982,48,"flowering_f50"
"Almond","Malaguena","Sfax",9,"Validation",1987,52,"flowering_f50"
"Almond","Malaguena","Sfax",9,"Validation",1993,67,"flowering_f50"
"Almond","Malaguena","Sfax",9,"Validation",2001,54,"flowering_f50"
"Almond","Malaguena","Sfax",9,"Validation",2003,55,"flowering_f50"
"Almond","Malaguena","Sfax",9,"Validation",2005,62,"flowering_f50"
"Almond","Malaguena","Santomera",10,"Calibration",1998,45,"flowering_f50"
"Almond","Malaguena","Sfax",10,"Calibration",1982,48,"flowering_f50"
"Almond","Malaguena","Sfax",10,"Calibration",1987,52,"flowering_f50"
"Almond","Malaguena","Sfax",10,"Calibration",1993,67,"flowering_f50"
"Almond","Malaguena","Sfax",10,"Calibration",1995,54,"flowering_f50"
"Almond","Malaguena","Sfax",10,"Calibration",1998,56,"flowering_f50"
"Almond","Malaguena","Sfax",10,"Calibration",1999,50,"flowering_f50"
"Almond","Malaguena","Sfax",10,"Calibration",2001,54,"flowering_f50"
"Almond","Malaguena","Sfax",10,"Calibration",2002,53,"flowering_f50"
"Almond","Malaguena","Sfax",10,"Calibration",2003,55,"flowering_f50"
"Almond","Malaguena","Sfax",10,"Calibration",2004,46,"flowering_f50"
"Almond","Malaguena","Sfax",10,"Calibration",2005,62,"flowering_f50"
"Almond","Malaguena","Sfax",10,"Calibration",2006,49,"flowering_f50"
"Almond","Malaguena","Sfax",10,"Calibration",2008,44,"flowering_f50"
"Almond","Malaguena","Sfax",10,"Calibration",2012,75,"flowering_f50"
"Almond","Malaguena","Sfax",10,"Calibration",2013,71,"flowering_f50"
"Almond","Malaguena","Sfax",10,"Calibration",2015,32,"flowering_f50"
"Almond","Malaguena","Santomera",10,"Validation",1997,43,"flowering_f50"
"Almond","Malaguena","Sfax",10,"Validation",1981,48,"flowering_f50"
"Almond","Malaguena","Sfax",10,"Validation",1986,45,"flowering_f50"
"Almond","Malaguena","Sfax",10,"Validation",1991,52,"flowering_f50"
"Almond","Malaguena","Sfax",10,"Validation",1992,45,"flowering_f50"
"Almond","Malaguena","Sfax",10,"Validation",1996,50,"flowering_f50"
"Almond","Malaguena","Sfax",10,"Validation",2014,29,"flowering_f50"
"Almond","Ramlet R250","Sfax",1,"Calibration",1981,51,"flowering_f50"
"Almond","Ramlet R250","Sfax",1,"Calibration",1982,42,"flowering_f50"
"Almond","Ramlet R250","Sfax",1,"Calibration",1986,49,"flowering_f50"
"Almond","Ramlet R250","Sfax",1,"Calibration",1987,37,"flowering_f50"
"Almond","Ramlet R250","Sfax",1,"Calibration",1991,49,"flowering_f50"
"Almond","Ramlet R250","Sfax",1,"Calibration",1992,42,"flowering_f50"
"Almond","Ramlet R250","Sfax",1,"Calibration",1995,53,"flowering_f50"
"Almond","Ramlet R250","Sfax",1,"Calibration",1998,36,"flowering_f50"
"Almond","Ramlet R250","Sfax",1,"Calibration",2001,42,"flowering_f50"
"Almond","Ramlet R250","Sfax",1,"Calibration",2003,40,"flowering_f50"
"Almond","Ramlet R250","Sfax",1,"Calibration",2004,42,"flowering_f50"
"Almond","Ramlet R250","Sfax",1,"Calibration",2006,47,"flowering_f50"
"Almond","Ramlet R250","Sfax",1,"Calibration",2008,48,"flowering_f50"
"Almond","Ramlet R250","Sfax",1,"Calibration",2012,74,"flowering_f50"
"Almond","Ramlet R250","Sfax",1,"Calibration",2013,55,"flowering_f50"
"Almond","Ramlet R250","Sfax",1,"Calibration",2015,36,"flowering_f50"
"Almond","Ramlet R250","Sfax",1,"Validation",1993,52,"flowering_f50"
"Almond","Ramlet R250","Sfax",1,"Validation",1996,45,"flowering_f50"
"Almond","Ramlet R250","Sfax",1,"Validation",1999,49,"flowering_f50"
"Almond","Ramlet R250","Sfax",1,"Validation",2002,46,"flowering_f50"
"Almond","Ramlet R250","Sfax",1,"Validation",2005,63,"flowering_f50"
"Almond","Ramlet R250","Sfax",1,"Validation",2014,36,"flowering_f50"
"Almond","Ramlet R250","Sfax",2,"Calibration",1981,51,"flowering_f50"
"Almond","Ramlet R250","Sfax",2,"Calibration",1986,49,"flowering_f50"
"Almond","Ramlet R250","Sfax",2,"Calibration",1987,37,"flowering_f50"
"Almond","Ramlet R250","Sfax",2,"Calibration",1993,52,"flowering_f50"
"Almond","Ramlet R250","Sfax",2,"Calibration",1995,53,"flowering_f50"
"Almond","Ramlet R250","Sfax",2,"Calibration",1996,45,"flowering_f50"
"Almond","Ramlet R250","Sfax",2,"Calibration",1998,36,"flowering_f50"
"Almond","Ramlet R250","Sfax",2,"Calibration",1999,49,"flowering_f50"
"Almond","Ramlet R250","Sfax",2,"Calibration",2003,40,"flowering_f50"
"Almond","Ramlet R250","Sfax",2,"Calibration",2004,42,"flowering_f50"
"Almond","Ramlet R250","Sfax",2,"Calibration",2005,63,"flowering_f50"
"Almond","Ramlet R250","Sfax",2,"Calibration",2006,47,"flowering_f50"
"Almond","Ramlet R250","Sfax",2,"Calibration",2008,48,"flowering_f50"
"Almond","Ramlet R250","Sfax",2,"Calibration",2013,55,"flowering_f50"
"Almond","Ramlet R250","Sfax",2,"Calibration",2014,36,"flowering_f50"
"Almond","Ramlet R250","Sfax",2,"Calibration",2015,36,"flowering_f50"
"Almond","Ramlet R250","Sfax",2,"Validation",1982,42,"flowering_f50"
"Almond","Ramlet R250","Sfax",2,"Validation",1991,49,"flowering_f50"
"Almond","Ramlet R250","Sfax",2,"Validation",1992,42,"flowering_f50"
"Almond","Ramlet R250","Sfax",2,"Validation",2001,42,"flowering_f50"
"Almond","Ramlet R250","Sfax",2,"Validation",2002,46,"flowering_f50"
"Almond","Ramlet R250","Sfax",2,"Validation",2012,74,"flowering_f50"
"Almond","Ramlet R250","Sfax",3,"Calibration",1981,51,"flowering_f50"
"Almond","Ramlet R250","Sfax",3,"Calibration",1986,49,"flowering_f50"
"Almond","Ramlet R250","Sfax",3,"Calibration",1987,37,"flowering_f50"
"Almond","Ramlet R250","Sfax",3,"Calibration",1991,49,"flowering_f50"
"Almond","Ramlet R250","Sfax",3,"Calibration",1992,42,"flowering_f50"
"Almond","Ramlet R250","Sfax",3,"Calibration",1993,52,"flowering_f50"
"Almond","Ramlet R250","Sfax",3,"Calibration",1995,53,"flowering_f50"
"Almond","Ramlet R250","Sfax",3,"Calibration",1999,49,"flowering_f50"
"Almond","Ramlet R250","Sfax",3,"Calibration",2001,42,"flowering_f50"
"Almond","Ramlet R250","Sfax",3,"Calibration",2002,46,"flowering_f50"
"Almond","Ramlet R250","Sfax",3,"Calibration",2004,42,"flowering_f50"
"Almond","Ramlet R250","Sfax",3,"Calibration",2008,48,"flowering_f50"
"Almond","Ramlet R250","Sfax",3,"Calibration",2012,74,"flowering_f50"
"Almond","Ramlet R250","Sfax",3,"Calibration",2013,55,"flowering_f50"
"Almond","Ramlet R250","Sfax",3,"Calibration",2014,36,"flowering_f50"
"Almond","Ramlet R250","Sfax",3,"Calibration",2015,36,"flowering_f50"
"Almond","Ramlet R250","Sfax",3,"Validation",1982,42,"flowering_f50"
"Almond","Ramlet R250","Sfax",3,"Validation",1996,45,"flowering_f50"
"Almond","Ramlet R250","Sfax",3,"Validation",1998,36,"flowering_f50"
"Almond","Ramlet R250","Sfax",3,"Validation",2003,40,"flowering_f50"
"Almond","Ramlet R250","Sfax",3,"Validation",2005,63,"flowering_f50"
"Almond","Ramlet R250","Sfax",3,"Validation",2006,47,"flowering_f50"
"Almond","Ramlet R250","Sfax",4,"Calibration",1981,51,"flowering_f50"
"Almond","Ramlet R250","Sfax",4,"Calibration",1982,42,"flowering_f50"
"Almond","Ramlet R250","Sfax",4,"Calibration",1986,49,"flowering_f50"
"Almond","Ramlet R250","Sfax",4,"Calibration",1987,37,"flowering_f50"
"Almond","Ramlet R250","Sfax",4,"Calibration",1992,42,"flowering_f50"
"Almond","Ramlet R250","Sfax",4,"Calibration",1995,53,"flowering_f50"
"Almond","Ramlet R250","Sfax",4,"Calibration",1996,45,"flowering_f50"
"Almond","Ramlet R250","Sfax",4,"Calibration",1998,36,"flowering_f50"
"Almond","Ramlet R250","Sfax",4,"Calibration",1999,49,"flowering_f50"
"Almond","Ramlet R250","Sfax",4,"Calibration",2002,46,"flowering_f50"
"Almond","Ramlet R250","Sfax",4,"Calibration",2003,40,"flowering_f50"
"Almond","Ramlet R250","Sfax",4,"Calibration",2004,42,"flowering_f50"
"Almond","Ramlet R250","Sfax",4,"Calibration",2006,47,"flowering_f50"
"Almond","Ramlet R250","Sfax",4,"Calibration",2008,48,"flowering_f50"
"Almond","Ramlet R250","Sfax",4,"Calibration",2013,55,"flowering_f50"
"Almond","Ramlet R250","Sfax",4,"Calibration",2015,36,"flowering_f50"
"Almond","Ramlet R250","Sfax",4,"Validation",1991,49,"flowering_f50"
"Almond","Ramlet R250","Sfax",4,"Validation",1993,52,"flowering_f50"
"Almond","Ramlet R250","Sfax",4,"Validation",2001,42,"flowering_f50"
"Almond","Ramlet R250","Sfax",4,"Validation",2005,63,"flowering_f50"
"Almond","Ramlet R250","Sfax",4,"Validation",2012,74,"flowering_f50"
"Almond","Ramlet R250","Sfax",4,"Validation",2014,36,"flowering_f50"
"Almond","Ramlet R250","Sfax",5,"Calibration",1981,51,"flowering_f50"
"Almond","Ramlet R250","Sfax",5,"Calibration",1986,49,"flowering_f50"
"Almond","Ramlet R250","Sfax",5,"Calibration",1987,37,"flowering_f50"
"Almond","Ramlet R250","Sfax",5,"Calibration",1991,49,"flowering_f50"
"Almond","Ramlet R250","Sfax",5,"Calibration",1993,52,"flowering_f50"
"Almond","Ramlet R250","Sfax",5,"Calibration",1998,36,"flowering_f50"
"Almond","Ramlet R250","Sfax",5,"Calibration",1999,49,"flowering_f50"
"Almond","Ramlet R250","Sfax",5,"Calibration",2002,46,"flowering_f50"
"Almond","Ramlet R250","Sfax",5,"Calibration",2003,40,"flowering_f50"
"Almond","Ramlet R250","Sfax",5,"Calibration",2005,63,"flowering_f50"
"Almond","Ramlet R250","Sfax",5,"Calibration",2006,47,"flowering_f50"
"Almond","Ramlet R250","Sfax",5,"Calibration",2008,48,"flowering_f50"
"Almond","Ramlet R250","Sfax",5,"Calibration",2012,74,"flowering_f50"
"Almond","Ramlet R250","Sfax",5,"Calibration",2013,55,"flowering_f50"
"Almond","Ramlet R250","Sfax",5,"Calibration",2014,36,"flowering_f50"
"Almond","Ramlet R250","Sfax",5,"Calibration",2015,36,"flowering_f50"
"Almond","Ramlet R250","Sfax",5,"Validation",1982,42,"flowering_f50"
"Almond","Ramlet R250","Sfax",5,"Validation",1992,42,"flowering_f50"
"Almond","Ramlet R250","Sfax",5,"Validation",1995,53,"flowering_f50"
"Almond","Ramlet R250","Sfax",5,"Validation",1996,45,"flowering_f50"
"Almond","Ramlet R250","Sfax",5,"Validation",2001,42,"flowering_f50"
"Almond","Ramlet R250","Sfax",5,"Validation",2004,42,"flowering_f50"
"Almond","Ramlet R250","Sfax",6,"Calibration",1981,51,"flowering_f50"
"Almond","Ramlet R250","Sfax",6,"Calibration",1982,42,"flowering_f50"
"Almond","Ramlet R250","Sfax",6,"Calibration",1986,49,"flowering_f50"
"Almond","Ramlet R250","Sfax",6,"Calibration",1987,37,"flowering_f50"
"Almond","Ramlet R250","Sfax",6,"Calibration",1991,49,"flowering_f50"
"Almond","Ramlet R250","Sfax",6,"Calibration",1993,52,"flowering_f50"
"Almond","Ramlet R250","Sfax",6,"Calibration",1995,53,"flowering_f50"
"Almond","Ramlet R250","Sfax",6,"Calibration",1999,49,"flowering_f50"
"Almond","Ramlet R250","Sfax",6,"Calibration",2001,42,"flowering_f50"
"Almond","Ramlet R250","Sfax",6,"Calibration",2004,42,"flowering_f50"
"Almond","Ramlet R250","Sfax",6,"Calibration",2006,47,"flowering_f50"
"Almond","Ramlet R250","Sfax",6,"Calibration",2008,48,"flowering_f50"
"Almond","Ramlet R250","Sfax",6,"Calibration",2012,74,"flowering_f50"
"Almond","Ramlet R250","Sfax",6,"Calibration",2013,55,"flowering_f50"
"Almond","Ramlet R250","Sfax",6,"Calibration",2014,36,"flowering_f50"
"Almond","Ramlet R250","Sfax",6,"Calibration",2015,36,"flowering_f50"
"Almond","Ramlet R250","Sfax",6,"Validation",1992,42,"flowering_f50"
"Almond","Ramlet R250","Sfax",6,"Validation",1996,45,"flowering_f50"
"Almond","Ramlet R250","Sfax",6,"Validation",1998,36,"flowering_f50"
"Almond","Ramlet R250","Sfax",6,"Validation",2002,46,"flowering_f50"
"Almond","Ramlet R250","Sfax",6,"Validation",2003,40,"flowering_f50"
"Almond","Ramlet R250","Sfax",6,"Validation",2005,63,"flowering_f50"
"Almond","Ramlet R250","Sfax",7,"Calibration",1981,51,"flowering_f50"
"Almond","Ramlet R250","Sfax",7,"Calibration",1982,42,"flowering_f50"
"Almond","Ramlet R250","Sfax",7,"Calibration",1986,49,"flowering_f50"
"Almond","Ramlet R250","Sfax",7,"Calibration",1995,53,"flowering_f50"
"Almond","Ramlet R250","Sfax",7,"Calibration",1996,45,"flowering_f50"
"Almond","Ramlet R250","Sfax",7,"Calibration",1998,36,"flowering_f50"
"Almond","Ramlet R250","Sfax",7,"Calibration",1999,49,"flowering_f50"
"Almond","Ramlet R250","Sfax",7,"Calibration",2001,42,"flowering_f50"
"Almond","Ramlet R250","Sfax",7,"Calibration",2002,46,"flowering_f50"
"Almond","Ramlet R250","Sfax",7,"Calibration",2003,40,"flowering_f50"
"Almond","Ramlet R250","Sfax",7,"Calibration",2005,63,"flowering_f50"
"Almond","Ramlet R250","Sfax",7,"Calibration",2008,48,"flowering_f50"
"Almond","Ramlet R250","Sfax",7,"Calibration",2012,74,"flowering_f50"
"Almond","Ramlet R250","Sfax",7,"Calibration",2013,55,"flowering_f50"
"Almond","Ramlet R250","Sfax",7,"Calibration",2014,36,"flowering_f50"
"Almond","Ramlet R250","Sfax",7,"Calibration",2015,36,"flowering_f50"
"Almond","Ramlet R250","Sfax",7,"Validation",1987,37,"flowering_f50"
"Almond","Ramlet R250","Sfax",7,"Validation",1991,49,"flowering_f50"
"Almond","Ramlet R250","Sfax",7,"Validation",1992,42,"flowering_f50"
"Almond","Ramlet R250","Sfax",7,"Validation",1993,52,"flowering_f50"
"Almond","Ramlet R250","Sfax",7,"Validation",2004,42,"flowering_f50"
"Almond","Ramlet R250","Sfax",7,"Validation",2006,47,"flowering_f50"
"Almond","Ramlet R250","Sfax",8,"Calibration",1981,51,"flowering_f50"
"Almond","Ramlet R250","Sfax",8,"Calibration",1982,42,"flowering_f50"
"Almond","Ramlet R250","Sfax",8,"Calibration",1987,37,"flowering_f50"
"Almond","Ramlet R250","Sfax",8,"Calibration",1991,49,"flowering_f50"
"Almond","Ramlet R250","Sfax",8,"Calibration",1993,52,"flowering_f50"
"Almond","Ramlet R250","Sfax",8,"Calibration",1996,45,"flowering_f50"
"Almond","Ramlet R250","Sfax",8,"Calibration",1998,36,"flowering_f50"
"Almond","Ramlet R250","Sfax",8,"Calibration",1999,49,"flowering_f50"
"Almond","Ramlet R250","Sfax",8,"Calibration",2001,42,"flowering_f50"
"Almond","Ramlet R250","Sfax",8,"Calibration",2004,42,"flowering_f50"
"Almond","Ramlet R250","Sfax",8,"Calibration",2005,63,"flowering_f50"
"Almond","Ramlet R250","Sfax",8,"Calibration",2006,47,"flowering_f50"
"Almond","Ramlet R250","Sfax",8,"Calibration",2008,48,"flowering_f50"
"Almond","Ramlet R250","Sfax",8,"Calibration",2012,74,"flowering_f50"
"Almond","Ramlet R250","Sfax",8,"Calibration",2013,55,"flowering_f50"
"Almond","Ramlet R250","Sfax",8,"Calibration",2015,36,"flowering_f50"
"Almond","Ramlet R250","Sfax",8,"Validation",1986,49,"flowering_f50"
"Almond","Ramlet R250","Sfax",8,"Validation",1992,42,"flowering_f50"
"Almond","Ramlet R250","Sfax",8,"Validation",1995,53,"flowering_f50"
"Almond","Ramlet R250","Sfax",8,"Validation",2002,46,"flowering_f50"
"Almond","Ramlet R250","Sfax",8,"Validation",2003,40,"flowering_f50"
"Almond","Ramlet R250","Sfax",8,"Validation",2014,36,"flowering_f50"
"Almond","Ramlet R250","Sfax",9,"Calibration",1981,51,"flowering_f50"
"Almond","Ramlet R250","Sfax",9,"Calibration",1982,42,"flowering_f50"
"Almond","Ramlet R250","Sfax",9,"Calibration",1991,49,"flowering_f50"
"Almond","Ramlet R250","Sfax",9,"Calibration",1992,42,"flowering_f50"
"Almond","Ramlet R250","Sfax",9,"Calibration",1993,52,"flowering_f50"
"Almond","Ramlet R250","Sfax",9,"Calibration",1995,53,"flowering_f50"
"Almond","Ramlet R250","Sfax",9,"Calibration",1996,45,"flowering_f50"
"Almond","Ramlet R250","Sfax",9,"Calibration",1998,36,"flowering_f50"
"Almond","Ramlet R250","Sfax",9,"Calibration",1999,49,"flowering_f50"
"Almond","Ramlet R250","Sfax",9,"Calibration",2002,46,"flowering_f50"
"Almond","Ramlet R250","Sfax",9,"Calibration",2004,42,"flowering_f50"
"Almond","Ramlet R250","Sfax",9,"Calibration",2005,63,"flowering_f50"
"Almond","Ramlet R250","Sfax",9,"Calibration",2006,47,"flowering_f50"
"Almond","Ramlet R250","Sfax",9,"Calibration",2008,48,"flowering_f50"
"Almond","Ramlet R250","Sfax",9,"Calibration",2013,55,"flowering_f50"
"Almond","Ramlet R250","Sfax",9,"Calibration",2015,36,"flowering_f50"
"Almond","Ramlet R250","Sfax",9,"Validation",1986,49,"flowering_f50"
"Almond","Ramlet R250","Sfax",9,"Validation",1987,37,"flowering_f50"
"Almond","Ramlet R250","Sfax",9,"Validation",2001,42,"flowering_f50"
"Almond","Ramlet R250","Sfax",9,"Validation",2003,40,"flowering_f50"
"Almond","Ramlet R250","Sfax",9,"Validation",2012,74,"flowering_f50"
"Almond","Ramlet R250","Sfax",9,"Validation",2014,36,"flowering_f50"
"Almond","Ramlet R250","Sfax",10,"Calibration",1986,49,"flowering_f50"
"Almond","Ramlet R250","Sfax",10,"Calibration",1991,49,"flowering_f50"
"Almond","Ramlet R250","Sfax",10,"Calibration",1992,42,"flowering_f50"
"Almond","Ramlet R250","Sfax",10,"Calibration",1993,52,"flowering_f50"
"Almond","Ramlet R250","Sfax",10,"Calibration",1995,53,"flowering_f50"
"Almond","Ramlet R250","Sfax",10,"Calibration",1996,45,"flowering_f50"
"Almond","Ramlet R250","Sfax",10,"Calibration",1998,36,"flowering_f50"
"Almond","Ramlet R250","Sfax",10,"Calibration",1999,49,"flowering_f50"
"Almond","Ramlet R250","Sfax",10,"Calibration",2001,42,"flowering_f50"
"Almond","Ramlet R250","Sfax",10,"Calibration",2003,40,"flowering_f50"
"Almond","Ramlet R250","Sfax",10,"Calibration",2004,42,"flowering_f50"
"Almond","Ramlet R250","Sfax",10,"Calibration",2005,63,"flowering_f50"
"Almond","Ramlet R250","Sfax",10,"Calibration",2008,48,"flowering_f50"
"Almond","Ramlet R250","Sfax",10,"Calibration",2012,74,"flowering_f50"
"Almond","Ramlet R250","Sfax",10,"Calibration",2014,36,"flowering_f50"
"Almond","Ramlet R250","Sfax",10,"Calibration",2015,36,"flowering_f50"
"Almond","Ramlet R250","Sfax",10,"Validation",1981,51,"flowering_f50"
"Almond","Ramlet R250","Sfax",10,"Validation",1982,42,"flowering_f50"
"Almond","Ramlet R250","Sfax",10,"Validation",1987,37,"flowering_f50"
"Almond","Ramlet R250","Sfax",10,"Validation",2002,46,"flowering_f50"
"Almond","Ramlet R250","Sfax",10,"Validation",2006,47,"flowering_f50"
"Almond","Ramlet R250","Sfax",10,"Validation",2013,55,"flowering_f50"
"Almond","Desmayo","Santomera",1,"Calibration",2003,36,"flowering_f50"
"Almond","Desmayo","Santomera",1,"Calibration",2004,22,"flowering_f50"
"Almond","Desmayo","Santomera",1,"Calibration",2005,30,"flowering_f50"
"Almond","Desmayo","Santomera",1,"Calibration",2006,34,"flowering_f50"
"Almond","Desmayo","Santomera",1,"Calibration",2007,36,"flowering_f50"
"Almond","Desmayo","Santomera",1,"Calibration",2008,22,"flowering_f50"
"Almond","Desmayo","Santomera",1,"Calibration",2009,26,"flowering_f50"
"Almond","Desmayo","Santomera",1,"Calibration",2010,40,"flowering_f50"
"Almond","Desmayo","Santomera",1,"Calibration",2012,30,"flowering_f50"
"Almond","Desmayo","Santomera",1,"Calibration",2013,21,"flowering_f50"
