X.6;YEARMODA;DATE;Year;Month;Day;Tmean;Tmax;Tmin;X;X.1;X.2;X.3;X.4;X.5
25;19730125;1973-01-25 12:00:00;1973;1;25;8,51037914563112;12,09179724670780;5,515669313733730;NA;NA;NA;NA;NA;NA
26;19730126;1973-01-26 12:00:00;1973;1;26;11,35030287145620;16,18169383977510;8,026340830717970;NA;NA;NA;NA;NA;NA
27;19730127;1973-01-27 12:00:00;1973;1;27;10,27587281440140;15,66951409152470;6,845464838550060;NA;NA;NA;NA;NA;NA
28;19730128;1973-01-28 12:00:00;1973;1;28;11,35030287145620;16,18169383977510;8,026340830717970;NA;NA;NA;NA;NA;NA
29;19730129;1973-01-29 12:00:00;1973;1;29;9,49804667642295;14,20428203704790;6,234821562479000;NA;NA;NA;NA;NA;NA
30;19730130;1973-01-30 12:00:00;1973;1;30;11,05369895237980;17,13474614600150;7,456108114621120;NA;NA;NA;NA;NA;NA
31;19730131;1973-01-31 12:00:00;1973;1;31;13,41240045930280;18,80635837836560;9,926369071631150;NA;NA;NA;NA;NA;NA
32;19730201;1973-02-01 12:00:00;1973;2;1;10,27587281440140;15,66951409152470;6,845464838550060;NA;NA;NA;NA;NA;NA
33;19730202;1973-02-02 12:00:00;1973;2;2;8,93006193125794;13,38630271843450;5,732687259082160;NA;NA;NA;NA;NA;NA
34;19730203;1973-02-03 12:00:00;1973;2;3;9,49804667642295;14,20428203704790;6,234821562479000;NA;NA;NA;NA;NA;NA
35;19730204;1973-02-04 12:00:00;1973;2;4;9,34974471688476;14,68080819016110;5,949705204430580;NA;NA;NA;NA;NA;NA
36;19730205;1973-02-05 12:00:00;1973;2;5;9,07836389079613;12,90977656532130;6,017803617130580;NA;NA;NA;NA;NA;NA
37;19730206;1973-02-06 12:00:00;1973;2;6;10,99215951910460;16,01096725702500;7,632715499995340;NA;NA;NA;NA;NA;NA
38;19730207;1973-02-07 12:00:00;1973;2;7;10,48571420721480;16,31676682738800;6,953973811224270;NA;NA;NA;NA;NA;NA
39;19730208;1973-02-08 12:00:00;1973;2;8;11,47338173800660;18,42925161772810;7,673126059969540;NA;NA;NA;NA;NA;NA
40;19730209;1973-02-09 12:00:00;1973;2;9;10,69555560002820;16,96401956325130;7,062482783898480;NA;NA;NA;NA;NA;NA
41;19730210;1973-02-10 12:00:00;1973;2;10;9,85619002877455;14,37500861979800;6,628446893201640;NA;NA;NA;NA;NA;NA
42;19730211;1973-02-11 12:00:00;1973;2;11;9,64634863596114;13,72775588393470;6,519937920527430;NA;NA;NA;NA;NA;NA
43;19730212;1973-02-12 12:00:00;1973;2;12;8,00393383374132;12,39759681707090;4,836927624962670;NA;NA;NA;NA;NA;NA
44;19730213;1973-02-13 12:00:00;1973;2;13;8,99160136453315;14,51008160741100;5,556079873707940;NA;NA;NA;NA;NA;NA
45;19730214;1973-02-14 12:00:00;1973;2;14;11,41184230473140;17,30547272875160;7,849733445343760;NA;NA;NA;NA;NA;NA
46;19730215;1973-02-15 12:00:00;1973;2;15;8,63345801218155;14,33935502466080;5,162454542985300;NA;NA;NA;NA;NA;NA
47;19730216;1973-02-16 12:00:00;1973;2;16;10,48571420721480;16,31676682738800;6,953973811224270;NA;NA;NA;NA;NA;NA
48;19730217;1973-02-17 12:00:00;1973;2;17;7,34918656231334;13,17992254054710;3,873069578143180;NA;NA;NA;NA;NA;NA
49;19730218;1973-02-18 12:00:00;1973;2;18;8,06547326701654;13,52137570604740;4,660320239588450;NA;NA;NA;NA;NA;NA
50;19730219;1973-02-19 12:00:00;1973;2;19;8,99160136453315;14,51008160741100;5,556079873707940;NA;NA;NA;NA;NA;NA
51;19730220;1973-02-20 12:00:00;1973;2;20;7,34918656231334;13,17992254054710;3,873069578143180;NA;NA;NA;NA;NA;NA
52;19730221;1973-02-21 12:00:00;1973;2;21;9,20144275734656;15,15733434327430;5,664588846382150;NA;NA;NA;NA;NA;NA
53;19730222;1973-02-22 12:00:00;1973;2;22;9,91772946204977;15,49878750877460;6,451839507827420;NA;NA;NA;NA;NA;NA
54;19730223;1973-02-23 12:00:00;1973;2;23;13,77054381165440;18,97708496111570;10,319994402353800;NA;NA;NA;NA;NA;NA
55;19730224;1973-02-24 12:00:00;1973;2;24;15,20311722106080;19,65999129211620;11,894495725244299;NA;NA;NA;NA;NA;NA
56;19730225;1973-02-25 12:00:00;1973;2;25;14,90651330198440;20,61304359834260;11,324263009147501;NA;NA;NA;NA;NA;NA
57;19730226;1973-02-26 12:00:00;1973;2;26;12,48627236178620;17,81765247700200;9,030609437511670;NA;NA;NA;NA;NA;NA
58;19730227;1973-02-27 12:00:00;1973;2;27;9,85619002877455;14,37500861979800;6,628446893201640;NA;NA;NA;NA;NA;NA
59;19730228;1973-02-28 12:00:00;1973;2;28;7,64579048138972;12,22687023432070;4,443302294240030;NA;NA;NA;NA;NA;NA
60;19730301;1973-03-01 12:00:00;1973;3;1;7,64579048138972;12,22687023432070;4,443302294240030;NA;NA;NA;NA;NA;NA
61;19730302;1973-03-02 12:00:00;1973;3;2;7,70732991466494;13,35064912329730;4,266694908865820;NA;NA;NA;NA;NA;NA
62;19730303;1973-03-03 12:00:00;1973;3;3;8,27531465982995;14,16862844191070;4,768829212262660;NA;NA;NA;NA;NA;NA
63;19730304;1973-03-04 12:00:00;1973;3;4;10,06603142158800;15,02226135566140;6,736955865875850;NA;NA;NA;NA;NA;NA
64;19730305;1973-03-05 12:00:00;1973;3;5;10,69555560002820;16,96401956325130;7,062482783898480;NA;NA;NA;NA;NA;NA
65;19730306;1973-03-06 12:00:00;1973;3;6;11,83152509035820;18,59997820047820;8,066751390692181;NA;NA;NA;NA;NA;NA
66;19730307;1973-03-07 12:00:00;1973;3;7;13,89362267820480;21,22464273906870;9,966779631605361;NA;NA;NA;NA;NA;NA
67;19730308;1973-03-08 12:00:00;1973;3;8;10,99215951910460;16,01096725702500;7,632715499995340;NA;NA;NA;NA;NA;NA
68;19730309;1973-03-09 12:00:00;1973;3;9;10,99215951910460;16,01096725702500;7,632715499995340;NA;NA;NA;NA;NA;NA
69;19730310;1973-03-10 12:00:00;1973;3;10;10,78231812629120;15,36371452116160;7,524206527321120;NA;NA;NA;NA;NA;NA
70;19730311;1973-03-11 12:00:00;1973;3;11;11,35030287145620;16,18169383977510;8,026340830717970;NA;NA;NA;NA;NA;NA
71;19730312;1973-03-12 12:00:00;1973;3;12;10,00449198831270;13,89848246668490;6,913563251250070;NA;NA;NA;NA;NA;NA
72;19730313;1973-03-13 12:00:00;1973;3;13;11,35030287145620;16,18169383977510;8,026340830717970;NA;NA;NA;NA;NA;NA
73;19730314;1973-03-14 12:00:00;1973;3;14;10,48571420721480;16,31676682738800;6,953973811224270;NA;NA;NA;NA;NA;NA
74;19730315;1973-03-15 12:00:00;1973;3;15;11,20200091191800;16,65821999288830;7,741224472669550;NA;NA;NA;NA;NA;NA
75;19730316;1973-03-16 12:00:00;1973;3;16;9,91772946204977;15,49878750877460;6,451839507827420;NA;NA;NA;NA;NA;NA
76;19730317;1973-03-17 12:00:00;1973;3;17;10,00449198831270;13,89848246668490;6,913563251250070;NA;NA;NA;NA;NA;NA
77;19730318;1973-03-18 12:00:00;1973;3;18;9,91772946204977;15,49878750877460;6,451839507827420;NA;NA;NA;NA;NA;NA
78;19730319;1973-03-19 12:00:00;1973;3;19;11,41184230473140;17,30547272875160;7,849733445343760;NA;NA;NA;NA;NA;NA
79;19730320;1973-03-20 12:00:00;1973;3;20;10,12757085486320;16,14604024463790;6,560348480501630;NA;NA;NA;NA;NA;NA
80;19730321;1973-03-21 12:00:00;1973;3;21;13,56070241884100;18,32983222525240;10,211485429679600;NA;NA;NA;NA;NA;NA
81;19730322;1973-03-22 12:00:00;1973;3;22;14,06714773073080;18,02403265488930;10,890227118450600;NA;NA;NA;NA;NA;NA
82;19730323;1973-03-23 12:00:00;1973;3;23;15,20311722106080;19,65999129211620;11,894495725244299;NA;NA;NA;NA;NA;NA
83;19730324;1973-03-24 12:00:00;1973;3;24;16,19078475185260;21,77247608245630;12,613647973989600;NA;NA;NA;NA;NA;NA
84;19730325;1973-03-25 12:00:00;1973;3;25;14,54836994963280;20,44231701559250;10,930637678424800;NA;NA;NA;NA;NA;NA
85;19730326;1973-03-26 12:00:00;1973;3;26;12,69611375459960;18,46490521286530;9,139118410185880;NA;NA;NA;NA;NA;NA
86;19730327;1973-03-27 12:00:00;1973;3;27;10,57247673347780;14,71646178529830;7,415697554646910;NA;NA;NA;NA;NA;NA
87;19730328;1973-03-28 12:00:00;1973;3;28;10,99215951910460;16,01096725702500;7,632715499995340;NA;NA;NA;NA;NA;NA
88;19730329;1973-03-29 12:00:00;1973;3;29;12,33797040224800;18,29417863011520;8,745493079463239;NA;NA;NA;NA;NA;NA
89;19730330;1973-03-30 12:00:00;1973;3;30;13,77054381165440;18,97708496111570;10,319994402353800;NA;NA;NA;NA;NA;NA
90;19730331;1973-03-31 12:00:00;1973;3;31;11,20200091191800;16,65821999288830;7,741224472669550;NA;NA;NA;NA;NA;NA
91;19730401;1973-04-01 12:00:00;1973;4;1;12,33797040224800;18,29417863011520;8,745493079463239;NA;NA;NA;NA;NA;NA
92;19730402;1973-04-02 12:00:00;1973;4;2;12,12812900943460;17,64692589425190;8,636984106789029;NA;NA;NA;NA;NA;NA
93;19730403;1973-04-03 12:00:00;1973;4;3;15,17789412807310;22,38407522318250;11,256164596447499;NA;NA;NA;NA;NA;NA
94;19730404;1973-04-04 12:00:00;1973;4;4;11,70844622380780;16,35242042252520;8,419966161440611;NA;NA;NA;NA;NA;NA
95;19730405;1973-04-05 12:00:00;1973;4;5;11,56014426426960;16,82894657563840;8,134849803392180;NA;NA;NA;NA;NA;NA
96;19730406;1973-04-06 12:00:00;1973;4;6;11,05369895237980;17,13474614600150;7,456108114621120;NA;NA;NA;NA;NA;NA
97;19730407;1973-04-07 12:00:00;1973;4;7;15,95572026605150;23,84930727765920;11,866807872518500;NA;NA;NA;NA;NA;NA
98;19730408;1973-04-08 12:00:00;1973;4;8;18,37596120624970;26,64469839899990;14,160461444154400;NA;NA;NA;NA;NA;NA
99;19730409;1973-04-09 12:00:00;1973;4;9;19,24054987049110;26,50962541138690;15,232828463648101;NA;NA;NA;NA;NA;NA
100;19730410;1973-04-10 12:00:00;1973;4;10;16,19078475185260;21,77247608245630;12,613647973989600;NA;NA;NA;NA;NA;NA
101;19730411;1973-04-11 12:00:00;1973;4;11;11,49860483099440;15,70516768666190;8,311457188766401;NA;NA;NA;NA;NA;NA
102;19730412;1973-04-12 12:00:00;1973;4;12;11,70844622380780;16,35242042252520;8,419966161440611;NA;NA;NA;NA;NA;NA
103;19730413;1973-04-13 12:00:00;1973;4;13;11,41184230473140;17,30547272875160;7,849733445343760;NA;NA;NA;NA;NA;NA
104;19730414;1973-04-14 12:00:00;1973;4;14;12,90595514741300;19,11215794872860;9,247627382860090;NA;NA;NA;NA;NA;NA
105;19730415;1973-04-15 12:00:00;1973;4;15;12,21489153569760;16,04662085216220;9,098707850211669;NA;NA;NA;NA;NA;NA
106;19730416;1973-04-16 12:00:00;1973;4;16;10,27587281440140;15,66951409152470;6,845464838550060;NA;NA;NA;NA;NA;NA
107;19730417;1973-04-17 12:00:00;1973;4;17;12,63457432132440;17,34112632388880;9,315725795560089;NA;NA;NA;NA;NA;NA
108;19730418;1973-04-18 12:00:00;1973;4;18;12,21489153569760;16,04662085216220;9,098707850211669;NA;NA;NA;NA;NA;NA
109;19730419;1973-04-19 12:00:00;1973;4;19;13,77054381165440;18,97708496111570;10,319994402353800;NA;NA;NA;NA;NA;NA
110;19730420;1973-04-20 12:00:00;1973;4;20;13,83208324492960;20,10086385009220;10,143387016979601;NA;NA;NA;NA;NA;NA
111;19730421;1973-04-21 12:00:00;1973;4;21;13,77054381165440;18,97708496111570;10,319994402353800;NA;NA;NA;NA;NA;NA
112;19730422;1973-04-22 12:00:00;1973;4;22;13,98038520446780;19,62433769697900;10,428503375028001;NA;NA;NA;NA;NA;NA
113;19730423;1973-04-23 12:00:00;1973;4;23;19,38885183002930;26,03309925827370;15,517944821696499;NA;NA;NA;NA;NA;NA
114;19730424;1973-04-24 12:00:00;1973;4;24;16,90707145655580;22,11392924795660;13,400898635434899;NA;NA;NA;NA;NA;NA
115;19730425;1973-04-25 12:00:00;1973;4;25;18,31442177297450;25,52091951002330;14,337068829528601;NA;NA;NA;NA;NA;NA
116;19730426;1973-04-26 12:00:00;1973;4;26;15,26465665433600;20,78377018109280;11,717888339870100;NA;NA;NA;NA;NA;NA
117;19730427;1973-04-27 12:00:00;1973;4;27;14,75821134244620;21,08956975145580;11,039146651099101;NA;NA;NA;NA;NA;NA
118;19730428;1973-04-28 12:00:00;1973;4;28;16,96861088983110;23,23770813693310;13,224291250060700;NA;NA;NA;NA;NA;NA
119;19730429;1973-04-29 12:00:00;1973;4;29;19,17901043721590;25,38584652241040;15,409435849022300;NA;NA;NA;NA;NA;NA
120;19730430;1973-04-30 12:00:00;1973;4;30;16,96861088983110;23,23770813693310;13,224291250060700;NA;NA;NA;NA;NA;NA
121;19730501;1973-05-01 12:00:00;1973;5;1;16,19078475185260;21,77247608245630;12,613647973989600;NA;NA;NA;NA;NA;NA
122;19730502;1973-05-02 12:00:00;1973;5;2;16,90707145655580;22,11392924795660;13,400898635434899;NA;NA;NA;NA;NA;NA
123;19730503;1973-05-03 12:00:00;1973;5;3;19,38885183002930;26,03309925827370;15,517944821696499;NA;NA;NA;NA;NA;NA
124;19730504;1973-05-04 12:00:00;1973;5;4;21,24110802506250;28,01051106100090;17,309464089935499;NA;NA;NA;NA;NA;NA
125;19730505;1973-05-05 12:00:00;1973;5;5;21,09280606552430;28,48703721411410;17,024347731887001;NA;NA;NA;NA;NA;NA
126;19730506;1973-05-06 12:00:00;1973;5;6;22,67368143446890;28,69341739200140;18,883965412826001;NA;NA;NA;NA;NA;NA
127;19730507;1973-05-07 12:00:00;1973;5;7;19,68545574910570;25,08004695204740;16,088177537793300;NA;NA;NA;NA;NA;NA
128;19730508;1973-05-08 12:00:00;1973;5;8;18,75932765158910;24,09134105068380;15,192417903673901;NA;NA;NA;NA;NA;NA
129;19730509;1973-05-09 12:00:00;1973;5;9;17,32675424218270;23,40843471968320;13,617916580783300;NA;NA;NA;NA;NA;NA
130;19730510;1973-05-10 12:00:00;1973;5;10;15,41295861387420;20,30724402797960;12,003004697918600;NA;NA;NA;NA;NA;NA
131;19730511;1973-05-11 12:00:00;1973;5;11;13,83208324492960;20,10086385009220;10,143387016979601;NA;NA;NA;NA;NA;NA
132;19730512;1973-05-12 12:00:00;1973;5;12;15,47449804714940;21,43102291695610;11,826397312544300;NA;NA;NA;NA;NA;NA
133;19730513;1973-05-13 12:00:00;1973;5;13;16,25232418512790;22,89625497143280;12,437040588615400;NA;NA;NA;NA;NA;NA
134;19730514;1973-05-14 12:00:00;1973;5;14;15,11635469479780;21,26029633420590;11,432771981821700;NA;NA;NA;NA;NA;NA
135;19730515;1973-05-15 12:00:00;1973;5;15;15,68433943996280;22,07827565281940;11,934906285218499;NA;NA;NA;NA;NA;NA
136;19730516;1973-05-16 12:00:00;1973;5;16;21,45094941787590;28,65776379686420;17,417973062609700;NA;NA;NA;NA;NA;NA
137;19730517;1973-05-17 12:00:00;1973;5;17;23,30320561290920;30,63517559959140;19,209492330848601;NA;NA;NA;NA;NA;NA
138;19730518;1973-05-18 12:00:00;1973;5;18;21,95739472976570;28,35196422650120;18,096714751380699;NA;NA;NA;NA;NA;NA
139;19730519;1973-05-19 12:00:00;1973;5;19;26,64957465062400;34,41927262229560;22,398905536603898;NA;NA;NA;NA;NA;NA
140;19730520;1973-05-20 12:00:00;1973;5;20;16,16556165886490;24,49656001352250;11,975316845192699;NA;NA;NA;NA;NA;NA
141;19730521;1973-05-21 12:00:00;1973;5;21;20,52482132035930;27,66905789550070;16,522213428490200;NA;NA;NA;NA;NA;NA
142;19730522;1973-05-22 12:00:00;1973;5;22;21,03126663224910;27,36325832513760;17,200955117261199;NA;NA;NA;NA;NA;NA
143;19730523;1973-05-23 12:00:00;1973;5;23;22,88352282728230;29,34067012786480;18,992474385500199;NA;NA;NA;NA;NA;NA
144;19730524;1973-05-24 12:00:00;1973;5;24;21,38940998460070;27,53398490788770;17,594580447983901;NA;NA;NA;NA;NA;NA
145;19730525;1973-05-25 12:00:00;1973;5;25;22,58691890820600;30,29372243409110;18,422241669403402;NA;NA;NA;NA;NA;NA
146;19730526;1973-05-26 12:00:00;1973;5;26;21,03126663224910;27,36325832513760;17,200955117261199;NA;NA;NA;NA;NA;NA
147;19730527;1973-05-27 12:00:00;1973;5;27;20,10513853473250;26,37455242377400;16,305195483141802;NA;NA;NA;NA;NA;NA
148;19730528;1973-05-28 12:00:00;1973;5;28;19,38885183002930;26,03309925827370;15,517944821696499;NA;NA;NA;NA;NA;NA
149;19730529;1973-05-29 12:00:00;1973;5;29;21,17956859178730;26,88673217202440;17,486071475309700;NA;NA;NA;NA;NA;NA
150;19730530;1973-05-30 12:00:00;1973;5;30;19,89529714191910;25,72729968791070;16,196686510467501;NA;NA;NA;NA;NA;NA
151;19730531;1973-05-31 12:00:00;1973;5;31;19,17901043721590;25,38584652241040;15,409435849022300;NA;NA;NA;NA;NA;NA
152;19730601;1973-06-01 12:00:00;1973;6;1;21,74755333695230;27,70471149063790;17,988205778706501;NA;NA;NA;NA;NA;NA
153;19730602;1973-06-02 12:00:00;1973;6;2;23,03182478682050;28,86414397475160;19,277590743548600;NA;NA;NA;NA;NA;NA
154;19730603;1973-06-03 12:00:00;1973;6;3;23,59980953198550;29,68212329336500;19,779725046945501;NA;NA;NA;NA;NA;NA
155;19730604;1973-06-04 12:00:00;1973;6;4;22,61214200119370;27,56963850302490;19,060572798200202;NA;NA;NA;NA;NA;NA
156;19730605;1973-06-05 12:00:00;1973;6;5;24,16779427715060;30,50010261197850;20,281859350342302;NA;NA;NA;NA;NA;NA
157;19730606;1973-06-06 12:00:00;1973;6;6;25,45206572701880;31,65953509609220;21,571244315184501;NA;NA;NA;NA;NA;NA
158;19730607;1973-06-07 12:00:00;1973;6;7;25,66190711983220;32,30678783195550;21,679753287858698;NA;NA;NA;NA;NA;NA
159;19730608;1973-06-08 12:00:00;1973;6;8;24,88408098185380;30,84155577747870;21,069110011787600;NA;NA;NA;NA;NA;NA
160;19730609;1973-06-09 12:00:00;1973;6;9;21,03126663224910;27,36325832513760;17,200955117261199;NA;NA;NA;NA;NA;NA
161;19730610;1973-06-10 12:00:00;1973;6;10;20,67312327989750;27,19253174238750;16,807329786538599;NA;NA;NA;NA;NA;NA
162;19730611;1973-06-11 12:00:00;1973;6;11;20,82142523943570;26,71600558927430;17,092446144587001;NA;NA;NA;NA;NA;NA
163;19730612;1973-06-12 12:00:00;1973;6;12;21,17956859178730;26,88673217202440;17,486071475309700;NA;NA;NA;NA;NA;NA
164;19730613;1973-06-13 12:00:00;1973;6;13;22,16723612257910;28,99921696236450;18,205223724054900;NA;NA;NA;NA;NA;NA
165;19730614;1973-06-14 12:00:00;1973;6;14;22,73522086774410;29,81719628097800;18,707358027451800;NA;NA;NA;NA;NA;NA
166;19730615;1973-06-15 12:00:00;1973;6;15;22,10569668930390;27,87543807338800;18,381831109429200;NA;NA;NA;NA;NA;NA
167;19730616;1973-06-16 12:00:00;1973;6;16;21,03126663224910;27,36325832513760;17,200955117261199;NA;NA;NA;NA;NA;NA
168;19730617;1973-06-17 12:00:00;1973;6;17;21,80909277022750;28,82849037961440;17,811598393332300;NA;NA;NA;NA;NA;NA
169;19730618;1973-06-18 12:00:00;1973;6;18;21,59925137741410;28,18123764375100;17,703089420658099;NA;NA;NA;NA;NA;NA
170;19730619;1973-06-19 12:00:00;1973;6;19;23,09336422009580;29,98792286372810;19,100983358174400;NA;NA;NA;NA;NA;NA
171;19730620;1973-06-20 12:00:00;1973;6;20;24,10625484387530;29,37632372300200;20,458466735716598;NA;NA;NA;NA;NA;NA
172;19730621;1973-06-21 12:00:00;1973;6;21;24,88408098185380;30,84155577747870;21,069110011787600;NA;NA;NA;NA;NA;NA
173;19730622;1973-06-22 12:00:00;1973;6;22;24,52593762950220;30,67082919472860;20,675484681065001;NA;NA;NA;NA;NA;NA
174;19730623;1973-06-23 12:00:00;1973;6;23;23,03182478682050;28,86414397475160;19,277590743548600;NA;NA;NA;NA;NA;NA
175;19730624;1973-06-24 12:00:00;1973;6;24;21,24110802506250;28,01051106100090;17,309464089935499;NA;NA;NA;NA;NA;NA
176;19730625;1973-06-25 12:00:00;1973;6;25;20,67312327989750;27,19253174238750;16,807329786538599;NA;NA;NA;NA;NA;NA
177;19730626;1973-06-26 12:00:00;1973;6;26;20,46328188708410;26,54527900652410;16,698820813864401;NA;NA;NA;NA;NA;NA
178;19730627;1973-06-27 12:00:00;1973;6;27;22,10569668930390;27,87543807338800;18,381831109429200;NA;NA;NA;NA;NA;NA
179;19730628;1973-06-28 12:00:00;1973;6;28;21,38940998460070;27,53398490788770;17,594580447983901;NA;NA;NA;NA;NA;NA
180;19730629;1973-06-29 12:00:00;1973;6;29;22,80937184751320;29,57893320442140;18,849916206475999;NA;NA;NA;NA;NA;NA
181;19730630;1973-06-30 12:00:00;1973;6;30;24,22933371042580;31,62388150095500;20,105251964968101;NA;NA;NA;NA;NA;NA
182;19730701;1973-07-01 12:00:00;1973;7;1;25,51360516029400;32,78331398506870;21,394636929810201;NA;NA;NA;NA;NA;NA
183;19730702;1973-07-02 12:00:00;1973;7;2;25,51360516029400;32,78331398506870;21,394636929810201;NA;NA;NA;NA;NA;NA
184;19730703;1973-07-03 12:00:00;1973;7;3;24,79731845559080;32,44186081956840;20,607386268365001;NA;NA;NA;NA;NA;NA
185;19730704;1973-07-04 12:00:00;1973;7;4;23,24166617963390;29,51139671061490;19,386099716222901;NA;NA;NA;NA;NA;NA
186;19730705;1973-07-05 12:00:00;1973;7;5;23,45150757244740;30,15864944647820;19,494608688897099;NA;NA;NA;NA;NA;NA
187;19730706;1973-07-06 12:00:00;1973;7;6;24,37763566996400;31,14735534784180;20,390368323016499;NA;NA;NA;NA;NA;NA
188;19730707;1973-07-07 12:00:00;1973;7;7;24,88408098185380;30,84155577747870;21,069110011787600;NA;NA;NA;NA;NA;NA
189;19730708;1973-07-08 12:00:00;1973;7;8;26,43973325781060;33,77201988643230;22,290396563929701;NA;NA;NA;NA;NA;NA
190;19730709;1973-07-09 12:00:00;1973;7;9;26,22989186499720;33,12476715056900;22,181887591255499;NA;NA;NA;NA;NA;NA
191;19730710;1973-07-10 12:00:00;1973;7;10;29,06981559082220;37,21466374363620;24,692559108239799;NA;NA;NA;NA;NA;NA
192;19730711;1973-07-11 12:00:00;1973;7;11;26,43973325781060;33,77201988643230;22,290396563929701;NA;NA;NA;NA;NA;NA
193;19730712;1973-07-12 12:00:00;1973;7;12;24,94562041512900;31,96533466645530;20,892502626413400;NA;NA;NA;NA;NA;NA
194;19730713;1973-07-13 12:00:00;1973;7;13;25,51360516029400;32,78331398506870;21,394636929810201;NA;NA;NA;NA;NA;NA
195;19730714;1973-07-14 12:00:00;1973;7;14;27,93384610049220;35,57870510640930;23,688290501446101;NA;NA;NA;NA;NA;NA
196;19730715;1973-07-15 12:00:00;1973;7;15;28,58859337192020;34,79637938293310;24,652148548265600;NA;NA;NA;NA;NA;NA
197;19730716;1973-07-16 12:00:00;1973;7;16;26,94617856970040;33,46622031606920;22,969138252700802;NA;NA;NA;NA;NA;NA
198;19730717;1973-07-17 12:00:00;1973;7;17;29,00827615754700;36,09088485465970;24,869166493613999;NA;NA;NA;NA;NA;NA
199;19730718;1973-07-18 12:00:00;1973;7;18;28,08214806003040;35,10217895329620;23,973406859494499;NA;NA;NA;NA;NA;NA
200;19730719;1973-07-19 12:00:00;1973;7;19;28,44029141238200;35,27290553604630;24,367032190217099;NA;NA;NA;NA;NA;NA
201;19730720;1973-07-20 12:00:00;1973;7;20;26,37819382453540;32,64824099745580;22,467003949303901;NA;NA;NA;NA;NA;NA
202;19730721;1973-07-21 12:00:00;1973;7;21;25,87174851264560;32,95404056781880;21,788262260532900;NA;NA;NA;NA;NA;NA
203;19730722;1973-07-22 12:00:00;1973;7;22;30,20578508115230;38,85062238086320;25,696827715033500;NA;NA;NA;NA;NA;NA
204;19730723;1973-07-23 12:00:00;1973;7;23;27,30432192205200;33,63694689881940;23,362763583423401;NA;NA;NA;NA;NA;NA
