"","Month","Tmin","Tmax","Chill_eff","Heat_eff"
"75",10,-19,13,0.389782365450001,1.53587344708372
"76",10,-19,14,0.368986303136303,1.91711750955078
"77",10,-19,15,0.379074904313613,2.3248197293818
"78",10,-19,16,0.371998402229486,2.75241883458381
"79",10,-19,17,0.363938324673362,3.19340394741658
"80",10,-19,18,0.359898636644001,3.64095840533912
"81",10,-19,19,0.349165509612066,4.08810812859135
"82",10,-19,20,0.337718145920892,4.52756866038399
"83",10,-19,21,0.294724642336705,4.95206026426383
"84",10,-19,22,0.228912164514804,5.35456334019795
"85",10,-19,23,0.0322759197336819,5.72813327378583
"86",10,-19,24,0,6.06646712509351
"87",10,-19,25,0,6.364275524704
"88",10,-19,26,0,4.98436683968752
"89",10,-19,27,0,3.85486359645258
"90",10,-19,28,0,4.06850013908256
"91",10,-19,29,0,3.8558555737477
"92",10,-19,30,0,2.45348304139253
"93",10,-18,-15,0,0
"94",10,-18,-14,0,0
"95",10,-18,-13,0,0
"96",10,-18,-12,0,0
"97",10,-18,-11,0,0
"98",10,-18,-10,0,0
"99",10,-18,-9,0,0
"100",10,-18,-8,0,0
"101",10,-18,-7,0,0
"102",10,-18,-6,0,0
"103",10,-18,-5,0,0
"104",10,-18,-4,0,0
"105",10,-18,-3,0,0
"106",10,-18,-2,0,0
"107",10,-18,-1,0,0
"108",10,-18,0,0,0
"109",10,-18,1,0,0
"110",10,-18,2,0,0
"111",10,-18,3,0.375549013587622,0
"112",10,-18,4,0.392408034286776,0
"113",10,-18,5,0.397248543788232,0.00817520719213497
"114",10,-18,6,0.399534345378639,0.0459060279566978
"115",10,-18,7,0.413483077936108,0.121942059119157
"116",10,-18,8,0.421602584831425,0.245870079233252
"117",10,-18,9,0.416958786149258,0.415677830432719
"118",10,-18,10,0.416033617952433,0.631777304001541
"119",10,-18,11,0.413819288640293,0.897217473586587
"120",10,-18,12,0.41460099174277,1.20914513329004
"121",10,-18,13,0.398597015473045,1.56133915944796
"122",10,-18,14,0.388710531002791,1.9468253814316
"123",10,-18,15,0.383196837855007,2.358803923416
"124",10,-18,16,0.375516500163551,2.79101551008889
"125",10,-18,17,0.366963595291216,3.23689692600456
"126",10,-18,18,0.362498266714425,3.6895654180476
"127",10,-18,19,0.35153808677049,4.14180978056989
"128",10,-18,20,0.339886518103297,4.58607902322477
"129",10,-18,21,0.327230632025906,5.01500787486233
"130",10,-18,22,0.229917663620282,5.42114775649318
"131",10,-18,23,0.0645711738261917,5.7974639248676
"132",10,-18,24,0,6.13780705012763
"133",10,-18,25,0,6.43703794073999
"134",10,-18,26,0,4.88414692271328
"135",10,-18,27,0,3.92951292003494
"136",10,-18,28,0,4.14414518791723
"137",10,-18,29,0,3.76438721391779
"138",10,-18,30,0,2.51786661037584
"139",10,-17,-15,0,0
"140",10,-17,-14,0,0
"141",10,-17,-13,0,0
"142",10,-17,-12,0,0
"143",10,-17,-11,0,0
"144",10,-17,-10,0,0
"145",10,-17,-9,0,0
"146",10,-17,-8,0,0
"147",10,-17,-7,0,0
"148",10,-17,-6,0,0
"149",10,-17,-5,0,0
"150",10,-17,-4,0,0
"151",10,-17,-3,0,0
"152",10,-17,-2,0,0
"153",10,-17,-1,0,0
"154",10,-17,0,0,0
"155",10,-17,1,0,0
"156",10,-17,2,0,0
"157",10,-17,3,0.368806171739207,0
"158",10,-17,4,0.398296167175608,0
"159",10,-17,5,0.403115716382084,0.00842213090443951
"160",10,-17,6,0.405014606204317,0.0466877353791062
"161",10,-17,7,0.407568024326395,0.124741372490454
"162",10,-17,8,0.415054994977336,0.250905125347465
"163",10,-17,9,0.422814738837323,0.423118685073424
"164",10,-17,10,0.421354230314109,0.643371612152975
"165",10,-17,11,0.418627553481802,0.914025125768762
"166",10,-17,12,0.420159662796509,1.23091660461501
"167",10,-17,13,0.391929629934265,1.58769992191223
"168",10,-17,14,0.409101025079119,1.9775111190927
"169",10,-17,15,0.386312951158444,2.39410926410754
"170",10,-17,16,0.378533551683884,2.83132020134575
"171",10,-17,17,0.369722315142119,3.28250257871112
"172",10,-17,18,0.364963876522587,3.74064020893712
"173",10,-17,19,0.353779526657471,4.19814896295284
"174",10,-17,20,0.338266004981732,4.64739994965183
"175",10,-17,21,0.329223507260325,5.08061761038059
"176",10,-17,22,0.230419108507582,5.49015067826002
"177",10,-17,23,0.0645772873181299,5.86907682760174
"178",10,-17,24,0,6.21143177481502
"179",10,-17,25,0,6.51208375944987
"180",10,-17,26,0,4.7819787612316
"181",10,-17,27,0,4.00722068970336
"182",10,-17,28,0,4.22344713460477
"183",10,-17,29,0,3.68026814600421
"184",10,-17,30,0,2.6018886653105
"185",10,-16,-15,0,0
"186",10,-16,-14,0,0
"187",10,-16,-13,0,0
"188",10,-16,-12,0,0
"189",10,-16,-11,0,0
"190",10,-16,-10,0,0
"191",10,-16,-9,0,0
"192",10,-16,-8,0,0
"193",10,-16,-7,0,0
"194",10,-16,-6,0,0
"195",10,-16,-5,0,0
"196",10,-16,-4,0,0
"197",10,-16,-3,0,0
"198",10,-16,-2,0,0
"199",10,-16,-1,0,0
"200",10,-16,0,0,0
"201",10,-16,1,0,0
"202",10,-16,2,0,0
"203",10,-16,3,0.374411169799903,0
"204",10,-16,4,0.40414988700528,0
"205",10,-16,5,0.40877073251889,0.00868053990270153
"206",10,-16,6,0.415517442676888,0.047542549646469
"207",10,-16,7,0.432403273525867,0.127730084569533
"208",10,-16,8,0.428965302565624,0.256124175593598
"209",10,-16,9,0.429499516541407,0.431040686443258
"210",10,-16,10,0.428655463673995,0.655940891156282
"211",10,-16,11,0.42511895974565,0.931820476056321
"212",10,-16,12,0.413315609511497,1.25363011492722
"213",10,-16,13,0.41072707032703,1.61495508093004
"214",10,-16,14,0.421619027656546,2.00934359327832
"215",10,-16,15,0.389452916149919,2.43096638306309
"216",10,-16,16,0.381400899044186,2.8736006563824
"217",10,-16,17,0.372331193664241,3.3305190138701
"218",10,-16,18,0.362335737194704,3.79435542229242
"219",10,-16,19,0.333786766477671,4.25733887116622
"220",10,-16,20,0.343471898570141,4.71152760296815
"221",10,-16,21,0.330854659050111,5.14879912374284
"222",10,-16,22,0.231072890593023,5.56156417305987
"223",10,-16,23,0.064585071787107,5.94311518656118
"224",10,-16,24,0,6.28749682519187
"225",10,-16,25,0,6.58984717785722
"226",10,-16,26,0,4.68059730217036
"227",10,-16,27,0,4.08885610988473
"228",10,-16,28,0,4.30740994339603
"229",10,-16,29,0,3.59033398104459
"230",10,-16,30,0,2.69087682063927
"231",10,-15,-15,0,0
"232",10,-15,-14,0,0
"233",10,-15,-13,0,0
"234",10,-15,-12,0,0
"235",10,-15,-11,0,0
"236",10,-15,-10,0,0
"237",10,-15,-9,0,0
"238",10,-15,-8,0,0
"239",10,-15,-7,0,0
"240",10,-15,-6,0,0
"241",10,-15,-5,0,0
"242",10,-15,-4,0,0
"243",10,-15,-3,0,0
"244",10,-15,-2,0,0
"245",10,-15,-1,0,0
"246",10,-15,0,0,0
"247",10,-15,1,0,0
"248",10,-15,2,0,0
"249",10,-15,3,0.384915125732422,0
"250",10,-15,4,0.409959879683705,0
"251",10,-15,5,0.426996479475396,0.0089504312092523
"252",10,-15,6,0.429231777639325,0.048501138080642
"253",10,-15,7,0.430190617899243,0.130907867432457
"254",10,-15,8,0.452226470852205,0.26152657227998
"255",10,-15,9,0.450763779127638,0.439576680277246
"256",10,-15,10,0.450889615239964,0.669522145959706
"257",10,-15,11,0.453789510825223,0.950596305486514
"258",10,-15,12,0.44533809986125,1.27727525917102
"259",10,-15,13,0.439537386119632,1.64320008771116
"260",10,-15,14,0.415358019016976,2.04254823810501
"261",10,-15,15,0.43288794663127,2.46963968689969
"262",10,-15,16,0.384093580182431,2.9181662007071
"263",10,-15,17,0.374766457699822,3.38116817976302
"264",10,-15,18,0.355406821307768,3.85092672348008
"265",10,-15,19,0.357100525692174,4.319468649049
"266",10,-15,20,0.345224305233039,4.77837751642144
"267",10,-15,21,0.332382820014456,5.21952028247069
"268",10,-15,22,0.262688150489522,5.63553993697786
"269",10,-15,23,0.0972581655709725,6.01974983305732
"270",10,-15,24,0,6.36645774166032
"271",10,-15,25,0,6.67110004613323
"272",10,-15,26,0,4.58015486741051
"273",10,-15,27,0,4.17546060020719
"274",10,-15,28,0,4.3965316278198
"275",10,-15,29,0,3.50684934661436
"276",10,-15,30,0,2.78486520605053
"277",10,-14,-14,0,0
"278",10,-14,-13,0,0
"279",10,-14,-12,0,0
"280",10,-14,-11,0,0
"281",10,-14,-10,0,0
"282",10,-14,-9,0,0
"283",10,-14,-8,0,0
"284",10,-14,-7,0,0
"285",10,-14,-6,0,0
"286",10,-14,-5,0,0
"287",10,-14,-4,0,0
"288",10,-14,-3,0,0
"289",10,-14,-2,0,0
"290",10,-14,-1,0,0
"291",10,-14,0,0,0
"292",10,-14,1,0,0
"293",10,-14,2,0,0
"294",10,-14,3,0.404656536367176,0
"295",10,-14,4,0.41185801440219,0
"296",10,-14,5,0.433813246634129,0.00923180171122186
"297",10,-14,6,0.435445076057012,0.049598381459715
"298",10,-14,7,0.455185016344811,0.134274360199415
"299",10,-14,8,0.44929480010222,0.267132067675265
"300",10,-14,9,0.449330718415977,0.448875381023578
"301",10,-14,10,0.47240223972591,0.684113334978172
"302",10,-14,11,0.478771499550508,0.970344622770625
"303",10,-14,12,0.491119911362842,1.30184387396629
"304",10,-14,13,0.489874073543691,1.67261441077315
"305",10,-14,14,0.489676546592461,2.0773845162578
"306",10,-14,15,0.45503682225949,2.51043518932103
"307",10,-14,16,0.397080888210714,2.96532479300849
"308",10,-14,17,0.386511927896113,3.43465958509059
"309",10,-14,18,0.366293167126197,3.91054036842273
"310",10,-14,19,0.36159082572952,4.38446629544423
"311",10,-14,20,0.315501225808888,4.84789793232611
"312",10,-14,21,0.323080736033211,5.29293498123243
"313",10,-14,22,0.260866277460035,5.71226613192639
"314",10,-14,23,0.097285054739385,6.09946001235408
"315",10,-14,24,0,6.44914113752912
"316",10,-14,25,0,6.75686050121853
"317",10,-14,26,0,4.48088348739983
"318",10,-14,27,0,4.2674561247706
"319",10,-14,28,0,4.49089210230988
"320",10,-14,29,0,3.42814678008974
"321",10,-14,30,0,2.88383287807012
"322",10,-13,-13,0,0
"323",10,-13,-12,0,0
"324",10,-13,-11,0,0
"325",10,-13,-10,0,0
"326",10,-13,-9,0,0
"327",10,-13,-8,0,0
"328",10,-13,-7,0,0
"329",10,-13,-6,0,0
"330",10,-13,-5,0,0
"331",10,-13,-4,0,0
"332",10,-13,-3,0,0
"333",10,-13,-2,0,0
"334",10,-13,-1,0,0
"335",10,-13,0,0,0
"336",10,-13,1,0,0
"337",10,-13,2,0,0
"338",10,-13,3,0.417190494857011,0
"339",10,-13,4,0.439492112613428,0
"340",10,-13,5,0.440033054889235,0.00952464816057557
"341",10,-13,6,0.425990370374864,0.0508717716213921
"342",10,-13,7,0.439046889811631,0.137829169097925
"343",10,-13,8,0.466296858536453,0.273049295513745
"344",10,-13,9,0.49189119192019,0.459095224231488
"345",10,-13,10,0.489634461871214,0.699708957223191
"346",10,-13,11,0.495532876963508,0.991056670188888
"347",10,-13,12,0.478453541620751,1.32740698894387
"348",10,-13,13,0.496572332367194,1.70344845769039
"349",10,-13,14,0.494699423902419,2.11415364729117
"350",10,-13,15,0.49167594913234,2.55370678682534
"351",10,-13,16,0.487488279255322,3.01529985020102
"352",10,-13,17,0.372795076243085,3.4912430778599
"353",10,-13,18,0.374659333386141,3.97316156019337
"354",10,-13,19,0.356159084100754,4.45226779028839
"355",10,-13,20,0.346286446405741,4.92023648808311
"356",10,-13,21,0.334626572184869,5.36925103630111
"357",10,-13,22,0.261695534549094,5.79224786756199
"358",10,-13,23,0.0774009664296601,6.1831337623203
"359",10,-13,24,0,6.53665357958641
"360",10,-13,25,0,6.84818754911741
"361",10,-13,26,0,4.38228601893743
"362",10,-13,27,0,4.36493573565839
"363",10,-13,28,0,4.59055227091837
"364",10,-13,29,0,3.34792098072493
"365",10,-13,30,0,2.9875147738515
"366",10,-12,-12,0,0
"367",10,-12,-11,0,0
"368",10,-12,-10,0,0
"369",10,-12,-9,0,0
"370",10,-12,-8,0,0
"371",10,-12,-7,0,0
"372",10,-12,-6,0,0
"373",10,-12,-5,0,0
"374",10,-12,-4,0,0
"375",10,-12,-3,0,0
"376",10,-12,-2,0,0
"377",10,-12,-1,0,0
"378",10,-12,0,0,0
"379",10,-12,1,0,0
"380",10,-12,2,0,0
"381",10,-12,3,0.431924182877347,0
"382",10,-12,4,0.415891838835142,0
"383",10,-12,5,0.433359316410161,0.0098289671741525
"384",10,-12,6,0.455512109067956,0.052336089828357
"385",10,-12,7,0.49235576535667,0.141571867532195
"386",10,-12,8,0.495584780150373,0.279423003938238
"387",10,-12,9,0.476815090234811,0.470328986815919
"388",10,-12,10,0.482368054239197,0.716302727773561
"389",10,-12,11,0.497629024191823,1.01272304892507
"390",10,-12,12,0.502769843232484,1.35415371315369
"391",10,-12,13,0.501699632910055,1.73599718582476
"392",10,-12,14,0.49951646531943,2.15321124557713
"393",10,-12,15,0.496179609656004,2.59975280366131
"394",10,-12,16,0.469988497816828,3.06836125754286
"395",10,-12,17,0.465958785059893,3.55096620957703
"396",10,-12,18,0.369427721380063,4.03872040912074
"397",10,-12,19,0.357882520689129,4.52300377830944
"398",10,-12,20,0.349103471583339,4.99562236963547
"399",10,-12,21,0.335815835918643,5.44900219745405
"400",10,-12,22,0.293544399482294,5.876442914334
"401",10,-12,23,0.0969906068652693,6.27197228941053
"402",10,-12,24,0,6.63002678412477
"403",10,-12,25,0,6.9453820949377
"404",10,-12,26,0,4.32209462256599
"405",10,-12,27,0,4.4679597223943
"406",10,-12,28,0,4.69538387497498
"407",10,-12,29,0,3.26681241896243
"408",10,-12,30,0,3.09643671021416
"409",10,-11,-11,0,0
"410",10,-11,-10,0,0
"411",10,-11,-9,0,0
"412",10,-11,-8,0,0
"413",10,-11,-7,0,0
"414",10,-11,-6,0,0
"415",10,-11,-5,0,0
"416",10,-11,-4,0,0
"417",10,-11,-3,0,0
"418",10,-11,-2,0,0
"419",10,-11,-1,0,0
"420",10,-11,0,0,0
"421",10,-11,1,0,0
"422",10,-11,2,0,0
"423",10,-11,3,0.443108639810129,0
"424",10,-11,4,0.446482791367206,0
"425",10,-11,5,0.478391769162935,0.0101447552337054
"426",10,-11,6,0.487504267336744,0.053991376585761
"427",10,-11,7,0.498876980595196,0.145501996158627
"428",10,-11,8,0.501830986418621,0.286417900773669
"429",10,-11,9,0.484535395590739,0.482586099698098
"430",10,-11,10,0.487654477796759,0.733887582304788
"431",10,-11,11,0.488737352886634,1.03538478985617
"432",10,-11,12,0.507979105435616,1.38236426531941
"433",10,-11,13,0.506591946295473,1.770609080356
"434",10,-11,14,0.504088446956628,2.19494675146457
"435",10,-11,15,0.475431635330975,2.64884071104861
"436",10,-11,16,0.49434738457148,3.12467349376894
"437",10,-11,17,0.463588267773418,3.61375946038368
"438",10,-11,18,0.392856478934706,4.10732244111721
"439",10,-11,19,0.348518487190884,4.59692677593034
"440",10,-11,20,0.319826014901164,5.07462172803148
"441",10,-11,21,0.314216095969568,5.53322529237181
"442",10,-11,22,0.293880783006345,5.96614984695349
"443",10,-11,23,0.0968944589500548,6.36695971451415
"444",10,-11,24,0,6.72952794588471
"445",10,-11,25,0,7.04857933134884
"446",10,-11,26,0,4.34825932189654
"447",10,-11,27,0,4.57634375066635
"448",10,-11,28,0,4.80545805640037
"449",10,-11,29,0,3.18822175920455
"450",10,-11,30,0,3.21263018528724
"451",10,-10,-10,0,0
"452",10,-10,-9,0,0
"453",10,-10,-8,0,0
"454",10,-10,-7,0,0
"455",10,-10,-6,0,0
"456",10,-10,-5,0,0
"457",10,-10,-4,0,0
"458",10,-10,-3,0,0
"459",10,-10,-2,0,0
"460",10,-10,-1,0,0
"461",10,-10,0,0,0
"462",10,-10,1,0,0
"463",10,-10,2,0,0
"464",10,-10,3,0.437655189111453,0
"465",10,-10,4,0.478687899098813,0
"466",10,-10,5,0.495523677576439,0.0104720086859421
"467",10,-10,6,0.492678934247696,0.0558374736251758
"468",10,-10,7,0.505203961851676,0.149619440105349
"469",10,-10,8,0.507880417974572,0.294223189601769
"470",10,-10,9,0.505197436111998,0.495862019386915
"471",10,-10,10,0.503397302711451,0.752455682309816
"472",10,-10,11,0.513561900075467,1.05923489836816
"473",10,-10,12,0.512918781085177,1.41237802359165
"474",10,-10,13,0.51120601491182,1.80770310731217
"475",10,-10,14,0.507628315149417,2.23965899275123
"476",10,-10,15,0.502661281389756,2.70124417278631
"477",10,-10,16,0.475118151624732,3.18418471407024
"478",10,-10,17,0.483123076690499,3.67969727552629
"479",10,-10,18,0.436979613352585,4.17924334210106
"480",10,-10,19,0.359907142081537,4.67463957198543
"481",10,-10,20,0.350437920230645,5.1583619327452
"482",10,-10,21,0.337214506253076,5.62331577211501
"483",10,-10,22,0.294375000721027,6.06228881021088
"484",10,-10,23,0.0970333971081448,6.46834728485385
"485",10,-10,24,0,6.83530838106378
"486",10,-10,25,0,7.1577618550464
"487",10,-10,26,0,4.4380336428122
"488",10,-10,27,0,4.69078287716888
"489",10,-10,28,0,4.92164857073812
"490",10,-10,29,0,3.14239118545091
"491",10,-10,30,0,3.33634504621505
"492",10,-9,-9,0,0
"493",10,-9,-8,0,0
"494",10,-9,-7,0,0
"495",10,-9,-6,0,0
"496",10,-9,-5,0,0
"497",10,-9,-4,0,0
"498",10,-9,-3,0,0
"499",10,-9,-2,0,0
"500",10,-9,-1,0,0
"501",10,-9,0,0,0
"502",10,-9,1,0,0
"503",10,-9,2,0,0
"504",10,-9,3,0.491396814444672,0
"505",10,-9,4,0.497969938832204,0
"506",10,-9,5,0.502261705527682,0.0108107237425692
"507",10,-9,6,0.507630715323912,0.0578741894886327
"508",10,-9,7,0.511295808260718,0.153977428497639
"509",10,-9,8,0.511659405863952,0.303013014921572
"510",10,-9,9,0.51582177025907,0.510151413005837
"511",10,-9,10,0.518396308213204,0.77202221862829
"512",10,-9,11,0.518517245349275,1.0845889169182
"513",10,-9,12,0.517543826614436,1.44460624578044
"514",10,-9,13,0.509419213625499,1.84768069471448
"515",10,-9,14,0.509891164844066,2.28767963503107
"516",10,-9,15,0.488419557617039,2.75696923229181
"517",10,-9,16,0.502101561098635,3.2469359296728
"518",10,-9,17,0.496065370544281,3.74907633246788
"519",10,-9,18,0.488009047556794,4.25512723377726
"520",10,-9,19,0.388229785236438,4.75737418635896
"521",10,-9,20,0.351102326554324,5.24832876232951
"522",10,-9,21,0.337730724863974,5.72011887716897
"523",10,-9,22,0.294693339906042,6.16511333676362
"524",10,-9,23,0.0969844556294212,6.57628529485081
"525",10,-9,24,0,6.9472936500848
"526",10,-9,25,0,7.2731131176049
"527",10,-9,26,0,4.55629921492905
"528",10,-9,27,0,4.81338065450355
"529",10,-9,28,0,4.88204781623307
"530",10,-9,29,0,3.26277723111098
"531",10,-9,30,0,3.4674621013044
"532",10,-8,-8,0,0
"533",10,-8,-7,0,0
"534",10,-8,-6,0,0
"535",10,-8,-5,0,0
"536",10,-8,-4,0,0
"537",10,-8,-3,0,0
"538",10,-8,-2,0,0
"539",10,-8,-1,0,0
"540",10,-8,0,0,0
"541",10,-8,1,0,0
"542",10,-8,2,0,0
"543",10,-8,3,0.49859873834544,0
"544",10,-8,4,0.50487446182742,0
"545",10,-8,5,0.497109944475902,0.0111608964803361
"546",10,-8,6,0.514283669626167,0.0601012995615322
"547",10,-8,7,0.517102449076713,0.158747299140791
"548",10,-8,8,0.516536159725543,0.312835938516443
"549",10,-8,9,0.517152497225679,0.525448162136804
"550",10,-8,10,0.523409449056762,0.792769950171939
"551",10,-8,11,0.523118086058923,1.11184499447796
"552",10,-8,12,0.498263100820572,1.47953624393215
"553",10,-8,13,0.515994149044669,1.89089341865326
"554",10,-8,14,0.512080927332339,2.33913254343032
"555",10,-8,15,0.486905795613306,2.81602567207156
"556",10,-8,16,0.496857223354742,3.31323906045083
"557",10,-8,17,0.489103667771424,3.82258796744055
"558",10,-8,18,0.490585620553869,4.33632959973404
"559",10,-8,19,0.384351973326416,4.8466936106328
"560",10,-8,20,0.348154419138057,5.34528933278885
"561",10,-8,21,0.337937269226047,5.8239027860296
"562",10,-8,22,0.294750085929326,6.27474070166469
"563",10,-8,23,0.0970251035993829,6.69075485321795
"564",10,-8,24,0,7.06639733931921
"565",10,-8,25,0,7.39684168512198
"566",10,-8,26,0,4.68392744651294
"567",10,-8,27,0,4.94429452478614
"568",10,-8,28,0,4.79663640715076
"569",10,-8,29,0,3.39880825990735
"570",10,-8,30,0,3.6060815556088
"571",10,-7,-7,0,0
"572",10,-7,-6,0,0
"573",10,-7,-5,0,0
"574",10,-7,-4,0,0
"575",10,-7,-3,0,0
"576",10,-7,-2,0,0
"577",10,-7,-1,0,0
"578",10,-7,0,0,0
"579",10,-7,1,0,0
"580",10,-7,2,0,0
"581",10,-7,3,0.5054381482518,0
"582",10,-7,4,0.511286472637576,0
"583",10,-7,5,0.490942361977763,0.0115253785093205
"584",10,-7,6,0.520067484985762,0.0625185461117583
"585",10,-7,7,0.501435003252285,0.164145063157903
"586",10,-7,8,0.523040106271929,0.323689576129555
"587",10,-7,9,0.527617361792289,0.541752770416039
"588",10,-7,10,0.527946857114249,0.815057894370515
"589",10,-7,11,0.52404957301881,1.14150057801784
"590",10,-7,12,0.520950701190679,1.5175836174775
"591",10,-7,13,0.522545494478683,1.93761380886307
"592",10,-7,14,0.516577524062623,2.39400696370778
"593",10,-7,15,0.51467321328024,2.87873110653269
"594",10,-7,16,0.508460598726832,3.38384036939771
"595",10,-7,17,0.501184450110528,3.90173150195362
"596",10,-7,18,0.492778700926819,4.42446619584846
"597",10,-7,19,0.408215997967149,4.94329252514154
"598",10,-7,20,0.348162054211584,5.44952538045147
"599",10,-7,21,0.337513107496096,5.93473730029161
"600",10,-7,22,0.294198461026328,6.39152216808572
"601",10,-7,23,0.0647028456668639,6.81359105840314
"602",10,-7,24,0,7.19473544467041
"603",10,-7,25,0,7.52960468695268
"604",10,-7,26,0,4.82023568958049
"605",10,-7,27,0,5.08355088896677
"606",10,-7,28,0,4.7146838893795
"607",10,-7,29,0,3.54399646040029
"608",10,-7,30,0,3.75543635637466
"609",10,-6,-6,0,0
"610",10,-6,-5,0,0
"611",10,-6,-4,0,0
"612",10,-6,-3,0,0
"613",10,-6,-2,0,0
"614",10,-6,-1,0,0
"615",10,-6,0,0,0
"616",10,-6,1,0,0
"617",10,-6,2,0,0
"618",10,-6,3,0.511938555117777,0
"619",10,-6,4,0.517365399910787,0
"620",10,-6,5,0.493539411770249,0.0119367905674784
"621",10,-6,6,0.52546771641951,0.0651256383349954
"622",10,-6,7,0.524339096532454,0.170422016031179
"623",10,-6,8,0.528822812810416,0.335569562218713
"624",10,-6,9,0.532048179063856,0.559218372813494
"625",10,-6,10,0.465610371095213,0.839364678130798
"626",10,-6,11,0.52477476765759,1.17409943540773
"627",10,-6,12,0.519015746418091,1.55914292600163
"628",10,-6,13,0.502768578296221,1.98784402160537
"629",10,-6,14,0.522067679956948,2.45261123194705
"630",10,-6,15,0.517198335878453,2.94589587804461
"631",10,-6,16,0.510742771863256,3.46040307188313
"632",10,-6,17,0.503159409596732,3.98814737647193
"633",10,-6,18,0.494515474426866,4.52017902904242
"634",10,-6,19,0.43218707180004,5.04744752246499
"635",10,-6,20,0.347508081834121,5.56118183742342
"636",10,-6,21,0.33548064124195,6.0538088403484
"637",10,-6,22,0.27242305632381,6.51785543187208
"638",10,-6,23,0.064718098048249,6.94616799902252
"639",10,-6,24,0,7.33248197664844
"640",10,-6,25,0,7.67147504946999
"641",10,-6,26,0,4.96562726979397
"642",10,-6,27,0,5.23285462153005
"643",10,-6,28,0,4.6400232910336
"644",10,-6,29,0,3.7016886271152
"645",10,-6,30,0,3.91696640269294
"646",10,-5,-5,0,0
"647",10,-5,-4,0,0
"648",10,-5,-3,0,0
"649",10,-5,-2,0,0
"650",10,-5,-1,0,0
"651",10,-5,0,0,0
"652",10,-5,1,0,0
"653",10,-5,2,0,0
"654",10,-5,3,0.518068389655822,0
"655",10,-5,4,0.523052824787166,0
"656",10,-5,5,0.527858940574914,0.0124532679267414
"657",10,-5,6,0.521750047226072,0.0679273630339778
"658",10,-5,7,0.509560200767099,0.177729387995737
"659",10,-5,8,0.535438461303922,0.348471486609477
"660",10,-5,9,0.535981187622659,0.578257414008477
"661",10,-5,10,0.516623838353415,0.866302679002467
"662",10,-5,11,0.504972599560076,1.21011550927414
"663",10,-5,12,0.531975020179906,1.6042971093946
"664",10,-5,13,0.526474738448356,2.04186843139607
"665",10,-5,14,0.524839899292157,2.51583204933715
"666",10,-5,15,0.519211803616428,3.01936710559051
